0,entity,Domain,Conditions,,day,,,,,,,,,,
5,38,Austin,Cloudy,85,1,,,,,,,,,,
6,38,Austin,Overcast,85,1,,,,,,,,,,
7,38,Austin,Cloudy,82,1,,,,,,,,,,
14,38,Austin,Cloudy,86,1,,,,,,,,,,
8,38,Austin,Cloudy,85,1,,,,,,,,,,
9,38,Austin,Short term forecastCloudy,80,1,,,,,,,,,,
10,38,Austin,mostly cloudy,87,1,,,,,,,,,,
11,38,Austin,Cloudy,85,1,,,,,,,,,,
12,38,Austin,Cloudy,86,1,,,,,,,,,,
1,39,Austin,Cloudy,,1,,,,,,,,,,
2,39,Austin,Overcast,87,1,,,,,,,,,,
3,39,Austin,Overcast,86,1,,,,,,,,,,
4,39,Austin,Overcast,77,1,,,,,,,,,,
5,39,Austin,Cloudy,85,1,,,,,,,,,,
6,39,Austin,Overcast,84,1,,,,,,,,,,
7,39,Austin,Cloudy,87,1,,,,,,,,,,
14,39,Austin,Cloudy,86,1,,,,,,,,,,
8,39,Austin,Cloudy,85,1,,,,,,,,,,
9,39,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,39,Austin,mostly cloudy,87,1,,,,,,,,,,
11,39,Austin,Cloudy,85,1,,,,,,,,,,
12,39,Austin,Cloudy,86,1,,,,,,,,,,
1,43,Austin,Cloudy,,1,,,,,,,,,,
2,43,Austin,Fog And Mist,87,1,,,,,,,,,,
3,43,Austin,Overcast,89,1,,,,,,,,,,
4,43,Austin,Overcast,79,1,,,,,,,,,,
5,43,Austin,Showers,93,1,,,,,,,,,,
6,43,Austin,Mist,95,1,,,,,,,,,,
7,43,Austin,Cloudy,87,1,,,,,,,,,,
14,43,Austin,Drizzle,93,1,,,,,,,,,,
8,43,Austin,Showers,92,1,,,,,,,,,,
9,43,Austin,Short term forecastFog,93,1,,,,,,,,,,
10,43,Austin,mostly cloudy,93,1,,,,,,,,,,
11,43,Austin,Mist,93,1,,,,,,,,,,
12,43,Austin,Cloudy,93,1,,,,,,,,,,
1,50,Austin,Cloudy,,1,,,,,,,,,,
2,50,Austin,Fog And Mist,81,1,,,,,,,,,,
3,50,Austin,Haze,82,1,,,,,,,,,,
4,50,Austin,Haze,72,1,,,,,,,,,,
5,50,Austin,Fog,88,1,,,,,,,,,,
6,50,Austin,Hazy,77,1,,,,,,,,,,
7,50,Austin,Cloudy,82,1,,,,,,,,,,
14,50,Austin,Cloudy,89,1,,,,,,,,,,
8,50,Austin,Fog,81,1,,,,,,,,,,
9,50,Austin,Short term forecastHaze,81,1,,,,,,,,,,
10,50,Austin,mostly cloudy,81,1,,,,,,,,,,
11,50,Austin,Light Fog,88,1,,,,,,,,,,
12,50,Austin,Mostly Cloudy,87,1,,,,,,,,,,
13,60,Austin,Overcast,85,1,,,,,,,,,,
1,91,Austin,Partly Cloudy,,1,,,,,,,,,,
2,91,Austin,Overcast,65,1,,,,,,,,,,
3,91,Austin,Scattered Clouds,64,1,,,,,,,,,,
4,91,Austin,Scattered Clouds,53,1,,,,,,,,,,
5,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
6,91,Austin,Partly Cloudy,52,1,,,,,,,,,,
7,91,Austin,Cloudy,63,1,,,,,,,,,,
14,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
8,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
9,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
10,91,Austin,clear sky,64,1,,,,,,,,,,
11,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
12,91,Austin,Cloudy,69,1,,,,,,,,,,
13,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
1,104,Austin,Fair,,1,,,,,,,,,,
2,104,Austin,Clear,69,1,,,,,,,,,,
3,104,Austin,Clear,72,1,,,,,,,,,,
4,104,Austin,Clear,47,1,,,,,,,,,,
5,104,Austin,Partly Sunny,80,1,,,,,,,,,,
6,104,Austin,Clear,63,1,,,,,,,,,,
7,104,Austin,Partly Cloudy,65,1,,,,,,,,,,
14,104,Austin,Mostly Cloudy,73,1,,,,,,,,,,
8,104,Austin,Partly Sunny,80,1,,,,,,,,,,
9,104,Austin,Clear,69,1,,,,,,,,,,
10,104,Austin,clear sky,80,1,,,,,,,,,,
11,104,Austin,Partly Sunny,80,1,,,,,,,,,,
12,104,Austin,Cloudy,74,1,,,,,,,,,,
13,104,Austin,Fair,72,1,,,,,,,,,,
1,112,Austin,Fair,,1,,,,,,,,,,
2,112,Austin,Clear,53,1,,,,,,,,,,
3,112,Austin,Clear,53,1,,,,,,,,,,
4,112,Austin,Clear,47,1,,,,,,,,,,
5,112,Austin,Partly Sunny,55,1,,,,,,,,,,
6,112,Austin,Clear,41,1,,,,,,,,,,
7,112,Austin,Sunny,54,1,,,,,,,,,,
14,112,Austin,Partly Cloudy,60,1,,,,,,,,,,
8,112,Austin,Partly Sunny,55,1,,,,,,,,,,
9,112,Austin,Clear,52,1,,,,,,,,,,
10,112,Austin,clear sky,61,1,,,,,,,,,,
11,112,Austin,Partly Sunny,55,1,,,,,,,,,,
12,112,Austin,Partly Sunny,75,1,,,,,,,,,,
13,112,Austin,Fair,53,1,,,,,,,,,,
1,130,Austin,Cloudy,,1,,,,,,,,,,
2,130,Austin,Overcast,93,1,,,,,,,,,,
3,130,Austin,Overcast,85,1,,,,,,,,,,
4,130,Austin,Overcast,78,1,,,,,,,,,,
5,130,Austin,Cloudy,88,1,,,,,,,,,,
6,130,Austin,Overcast,87,1,,,,,,,,,,
7,130,Austin,Cloudy,84,1,,,,,,,,,,
14,130,Austin,Cloudy,88,1,,,,,,,,,,
8,130,Austin,Cloudy,88,1,,,,,,,,,,
9,130,Austin,Cloudy,93,1,,,,,,,,,,
10,130,Austin,mostly cloudy,86,1,,,,,,,,,,
11,130,Austin,Cloudy,88,1,,,,,,,,,,
12,130,Austin,Cloudy,86,1,,,,,,,,,,
13,130,Austin,Overcast,85,1,,,,,,,,,,
1,132,Austin,Cloudy,,1,,,,,,,,,,
2,132,Austin,Overcast,86,1,,,,,,,,,,
3,132,Austin,Overcast,85,1,,,,,,,,,,
4,132,Austin,Overcast,78,1,,,,,,,,,,
5,132,Austin,Cloudy,88,1,,,,,,,,,,
6,132,Austin,Overcast,89,1,,,,,,,,,,
7,132,Austin,Cloudy,82,1,,,,,,,,,,
14,132,Austin,Cloudy,88,1,,,,,,,,,,
8,132,Austin,Cloudy,88,1,,,,,,,,,,
9,132,Austin,Cloudy,86,1,,,,,,,,,,
10,132,Austin,mostly cloudy,86,1,,,,,,,,,,
11,132,Austin,Cloudy,88,1,,,,,,,,,,
12,132,Austin,Cloudy,92,1,,,,,,,,,,
13,132,Austin,Overcast,85,1,,,,,,,,,,
1,145,Austin,Cloudy,,1,,,,,,,,,,
2,145,Austin,Overcast,81,1,,,,,,,,,,
3,145,Austin,Haze,82,1,,,,,,,,,,
4,145,Austin,Haze,68,1,,,,,,,,,,
5,145,Austin,Cloudy,81,1,,,,,,,,,,
6,145,Austin,Hazy,70,1,,,,,,,,,,
7,145,Austin,Cloudy,80,1,,,,,,,,,,
14,145,Austin,Cloudy,85,1,,,,,,,,,,
8,145,Austin,Cloudy,81,1,,,,,,,,,,
9,145,Austin,Cloudy,80,1,,,,,,,,,,
10,145,Austin,mostly cloudy,80,1,,,,,,,,,,
11,145,Austin,Cloudy,81,1,,,,,,,,,,
12,145,Austin,Cloudy,93,1,,,,,,,,,,
13,145,Austin,Overcast with Haze,82,1,,,,,,,,,,
1,149,Austin,Light Rain,,1,,,,,,,,,,
2,149,Austin,Light Rain,93,1,,,,,,,,,,
3,149,Austin,Light Rain,93,1,,,,,,,,,,
4,149,Austin,Light Rain Mist,98,1,,,,,,,,,,
5,149,Austin,Rain,96,1,,,,,,,,,,
6,149,Austin,Light Rain,97,1,,,,,,,,,,
7,149,Austin,Showers,93,1,,,,,,,,,,
14,149,Austin,Showers,93,1,,,,,,,,,,
8,149,Austin,Rain,96,1,,,,,,,,,,
9,149,Austin,Short term forecastRain,93,1,,,,,,,,,,
10,149,Austin,moderate rain,93,1,,,,,,,,,,
11,149,Austin,Rain,96,1,,,,,,,,,,
12,149,Austin,Rain,100,1,,,,,,,,,,
1,154,Austin,Cloudy,,1,,,,,,,,,,
2,154,Austin,Fog And Mist,94,1,,,,,,,,,,
3,154,Austin,Overcast,93,1,,,,,,,,,,
4,154,Austin,Overcast,98,1,,,,,,,,,,
5,154,Austin,Showers,92,1,,,,,,,,,,
6,154,Austin,Mist,97,1,,,,,,,,,,
7,154,Austin,Cloudy,93,1,,,,,,,,,,
14,154,Austin,Drizzle,93,1,,,,,,,,,,
8,154,Austin,Showers,92,1,,,,,,,,,,
9,154,Austin,Short term forecastFog,93,1,,,,,,,,,,
10,154,Austin,mostly cloudy,93,1,,,,,,,,,,
11,154,Austin,Mist,92,1,,,,,,,,,,
12,154,Austin,Cloudy,93,1,,,,,,,,,,
1,156,Austin,Rain,,1,,,,,,,,,,
2,156,Austin,Rain,100,1,,,,,,,,,,
3,156,Austin,Light Rain,97,1,,,,,,,,,,
4,156,Austin,Light Rain Mist,98,1,,,,,,,,,,
5,156,Austin,Rain,93,1,,,,,,,,,,
6,156,Austin,Light Rain,97,1,,,,,,,,,,
7,156,Austin,Rain,100,1,,,,,,,,,,
8,156,Austin,Showers,92,1,,,,,,,,,,
9,156,Austin,Short term forecastRain,100,1,,,,,,,,,,
10,156,Austin,light rain,93,1,,,,,,,,,,
11,156,Austin,Rain,93,1,,,,,,,,,,
12,156,Austin,Rain,100,1,,,,,,,,,,
1,167,Austin,Cloudy,,1,,,,,,,,,,
2,167,Austin,Fog And Mist,93,1,,,,,,,,,,
3,167,Austin,Light Rain,96,1,,,,,,,,,,
4,167,Austin,Light Rain Mist,98,1,,,,,,,,,,
5,167,Austin,Fog,100,1,,,,,,,,,,
6,167,Austin,Light Rain,97,1,,,,,,,,,,
7,167,Austin,Cloudy,95,1,,,,,,,,,,
8,167,Austin,Fog,100,1,,,,,,,,,,
9,167,Austin,Short term forecastRain,93,1,,,,,,,,,,
10,167,Austin,mostly cloudy,100,1,,,,,,,,,,
11,167,Austin,Mist,100,1,,,,,,,,,,
12,167,Austin,Rain,100,1,,,,,,,,,,
13,174,Austin,Fog/Mist,93,1,,,,,,,,,,
1,205,Austin,Fog,,1,,,,,,,,,,
2,205,Austin,Fog And Mist,93,1,,,,,,,,,,
3,205,Austin,Overcast,93,1,,,,,,,,,,
4,205,Austin,Overcast,89,1,,,,,,,,,,
5,205,Austin,Showers,96,1,,,,,,,,,,
6,205,Austin,Mist,97,1,,,,,,,,,,
7,205,Austin,Fog,93,1,,,,,,,,,,
14,205,Austin,Cloudy,93,1,,,,,,,,,,
8,205,Austin,Showers,96,1,,,,,,,,,,
9,205,Austin,Short term forecastFog,93,1,,,,,,,,,,
10,205,Austin,mostly cloudy,100,1,,,,,,,,,,
11,205,Austin,Mist,96,1,,,,,,,,,,
12,205,Austin,Light Fog,100,1,,,,,,,,,,
1,209,Austin,Fog,,1,,,,,,,,,,
2,209,Austin,Fog And Mist,93,1,,,,,,,,,,
3,209,Austin,Overcast,93,1,,,,,,,,,,
4,209,Austin,Overcast,93,1,,,,,,,,,,
5,209,Austin,Rain,100,1,,,,,,,,,,
6,209,Austin,Mist,97,1,,,,,,,,,,
7,209,Austin,Fog,93,1,,,,,,,,,,
14,209,Austin,Drizzle,97,1,,,,,,,,,,
8,209,Austin,Showers,96,1,,,,,,,,,,
9,209,Austin,Fog,93,1,,,,,,,,,,
10,209,Austin,light rain,100,1,,,,,,,,,,
11,209,Austin,Rain,100,1,,,,,,,,,,
12,209,Austin,Light Fog,100,1,,,,,,,,,,
13,251,Austin,Fog/Mist,86,1,,,,,,,,,,
13,254,Austin,Fog/Mist,86,1,,,,,,,,,,
13,257,Austin,Overcast with Haze,80,1,,,,,,,,,,
1,259,Austin,Cloudy,,1,,,,,,,,,,
2,259,Austin,Hazy,77,1,,,,,,,,,,
3,259,Austin,Haze,80,1,,,,,,,,,,
4,259,Austin,Haze,75,1,,,,,,,,,,
5,259,Austin,Cloudy,76,1,,,,,,,,,,
6,259,Austin,Hazy,78,1,,,,,,,,,,
7,259,Austin,Cloudy,81,1,,,,,,,,,,
14,259,Austin,Cloudy,77,1,,,,,,,,,,
8,259,Austin,Cloudy,76,1,,,,,,,,,,
9,259,Austin,Short term forecastHaze,76,1,,,,,,,,,,
10,259,Austin,mostly cloudy,77,1,,,,,,,,,,
11,259,Austin,Cloudy,76,1,,,,,,,,,,
12,259,Austin,Cloudy,87,1,,,,,,,,,,
1,273,Austin,Light Rain,,1,,,,,,,,,,
2,273,Austin,Light Rain,87,1,,,,,,,,,,
3,273,Austin,Light Rain,86,1,,,,,,,,,,
4,273,Austin,Light Rain Mist,86,1,,,,,,,,,,
5,273,Austin,Rain,89,1,,,,,,,,,,
6,273,Austin,Light Rain,93,1,,,,,,,,,,
7,273,Austin,Showers,86,1,,,,,,,,,,
14,273,Austin,Cloudy,90,1,,,,,,,,,,
8,273,Austin,Cloudy,89,1,,,,,,,,,,
9,273,Austin,Rain,87,1,,,,,,,,,,
10,273,Austin,light rain,87,1,,,,,,,,,,
11,273,Austin,Rain,89,1,,,,,,,,,,
12,273,Austin,Rain,87,1,,,,,,,,,,
1,275,Austin,Rain,,1,,,,,,,,,,
2,275,Austin,Rain,93,1,,,,,,,,,,
3,275,Austin,Light Rain,93,1,,,,,,,,,,
4,275,Austin,Light Rain Mist,96,1,,,,,,,,,,
5,275,Austin,Rain,93,1,,,,,,,,,,
6,275,Austin,Light Rain,97,1,,,,,,,,,,
7,275,Austin,Rain,93,1,,,,,,,,,,
14,275,Austin,Rain,89,1,,,,,,,,,,
8,275,Austin,Rain,93,1,,,,,,,,,,
9,275,Austin,Short term forecastRain,93,1,,,,,,,,,,
10,275,Austin,light rain,93,1,,,,,,,,,,
11,275,Austin,Rain,93,1,,,,,,,,,,
12,275,Austin,Rain,100,1,,,,,,,,,,
1,1080,Charlotte,Cloudy,,1,,,,,,,,,,
2,1080,Charlotte,Overcast,80,1,,,,,,,,,,
3,1080,Charlotte,Overcast,78,1,,,,,,,,,,
4,1080,Charlotte,Overcast,83,1,,,,,,,,,,
5,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
6,1080,Charlotte,Overcast,80,1,,,,,,,,,,
7,1080,Charlotte,Cloudy,72,1,,,,,,,,,,
14,1080,Charlotte,Cloudy,69,1,,,,,,,,,,
8,1080,Charlotte,Cloudy,74,1,,,,,,,,,,
9,1080,Charlotte,Winter Weather AdvisoryCloudy,80,1,,,,,,,,,,
15,1080,Charlotte,Cloudy,78,1,,,,,,,,,,
10,1080,Charlotte,mostly cloudy,86,1,,,,,,,,,,
11,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
12,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
1,1388,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
3,1388,Chicago,Scattered Clouds,55,1,,,,,,,,,,
4,1388,Chicago,Scattered Clouds,56,1,,,,,,,,,,
5,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
6,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
7,1388,Chicago,Partly Cloudy,42,1,,,,,,,,,,
14,1388,Chicago,Partly Cloudy,48,1,,,,,,,,,,
8,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
9,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
15,1388,Chicago,Mostly Clear,55,1,,,,,,,,,,
10,1388,Chicago,clear sky,58,1,,,,,,,,,,
11,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
12,1388,Chicago,Partly Sunny,54,1,,,,,,,,,,
13,1388,Chicago,Partly Cloudy,55,1,,,,,,,,,,
1,1393,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1393,Chicago,Partly Cloudy,63,1,,,,,,,,,,
3,1393,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
4,1393,Chicago,Mostly Cloudy,64,1,,,,,,,,,,
5,1393,Chicago,Intermittent Clouds,62,1,,,,,,,,,,
6,1393,Chicago,Partly Cloudy,63,1,,,,,,,,,,
7,1393,Chicago,Partly Cloudy,53,1,,,,,,,,,,
14,1393,Chicago,Partly Cloudy,56,1,,,,,,,,,,
8,1393,Chicago,Intermittent Clouds,62,1,,,,,,,,,,
9,1393,Chicago,Mostly Cloudy,68,1,,,,,,,,,,
15,1393,Chicago,Mostly Cloudy,65,1,,,,,,,,,,
10,1393,Chicago,clear sky,62,1,,,,,,,,,,
11,1393,Chicago,Clouds And Sun,62,1,,,,,,,,,,
12,1393,Chicago,Partly Sunny,62,1,,,,,,,,,,
13,1393,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
1,1403,Chicago,Cloudy,,1,,,,,,,,,,
2,1403,Chicago,Overcast,73,1,,,,,,,,,,
3,1403,Chicago,Overcast,74,1,,,,,,,,,,
4,1403,Chicago,Overcast,70,1,,,,,,,,,,
5,1403,Chicago,Cloudy,74,1,,,,,,,,,,
6,1403,Chicago,Overcast,73,1,,,,,,,,,,
7,1403,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
14,1403,Chicago,Mostly Cloudy,62,1,,,,,,,,,,
8,1403,Chicago,Cloudy,74,1,,,,,,,,,,
9,1403,Chicago,Cloudy,73,1,,,,,,,,,,
15,1403,Chicago,Cloudy,74,1,,,,,,,,,,
10,1403,Chicago,mostly cloudy,68,1,,,,,,,,,,
11,1403,Chicago,Cloudy,74,1,,,,,,,,,,
12,1403,Chicago,Cloudy,74,1,,,,,,,,,,
13,1403,Chicago,Overcast,74,1,,,,,,,,,,
1,1406,Chicago,Mostly Cloudy,,1,,,,,,,,,,
2,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
3,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
4,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
5,1406,Chicago,Intermittent Clouds,76,1,,,,,,,,,,
6,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
7,1406,Chicago,Mostly Cloudy,63,1,,,,,,,,,,
14,1406,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
8,1406,Chicago,Intermittent Clouds,76,1,,,,,,,,,,
9,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
15,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
10,1406,Chicago,mostly cloudy,73,1,,,,,,,,,,
11,1406,Chicago,Some Clouds,76,1,,,,,,,,,,
12,1406,Chicago,Cloudy,71,1,,,,,,,,,,
13,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
1,1411,Chicago,Mostly Cloudy,,1,,,,,,,,,,
2,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
3,1411,Chicago,Mostly Cloudy,78,1,,,,,,,,,,
4,1411,Chicago,Mostly Cloudy,74,1,,,,,,,,,,
5,1411,Chicago,Mostly Cloudy,80,1,,,,,,,,,,
6,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
7,1411,Chicago,Mostly Cloudy,76,1,,,,,,,,,,
14,1411,Chicago,Mostly Cloudy,68,1,,,,,,,,,,
8,1411,Chicago,Cloudy,84,1,,,,,,,,,,
9,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
15,1411,Chicago,Mostly Cloudy,77,1,,,,,,,,,,
10,1411,Chicago,mostly cloudy,73,1,,,,,,,,,,
11,1411,Chicago,Mostly Cloudy,80,1,,,,,,,,,,
12,1411,Chicago,Cloudy,77,1,,,,,,,,,,
13,1411,Chicago,Mostly Cloudy,77,1,,,,,,,,,,
1,1416,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1416,Chicago,Partly Cloudy,79,1,,,,,,,,,,
3,1416,Chicago,Partly Cloudy,71,1,,,,,,,,,,
4,1416,Chicago,Partly Cloudy,68,1,,,,,,,,,,
5,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
6,1416,Chicago,Partly Cloudy,73,1,,,,,,,,,,
7,1416,Chicago,Partly Cloudy,71,1,,,,,,,,,,
14,1416,Chicago,Partly Cloudy,76,1,,,,,,,,,,
8,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
9,1416,Chicago,Mostly Sunny,79,1,,,,,,,,,,
15,1416,Chicago,Few Clouds,71,1,,,,,,,,,,
10,1416,Chicago,clear sky,79,1,,,,,,,,,,
11,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
12,1416,Chicago,Partly Sunny,80,1,,,,,,,,,,
13,1416,Chicago,A Few Clouds,71,1,,,,,,,,,,
1,1472,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
3,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
4,1472,Chicago,Partly Cloudy,53,1,,,,,,,,,,
5,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
6,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
7,1472,Chicago,Partly Cloudy,50,1,,,,,,,,,,
14,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
8,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
9,1472,Chicago,Mostly Sunny,61,1,,,,,,,,,,
15,1472,Chicago,Few Clouds,61,1,,,,,,,,,,
10,1472,Chicago,clear sky,61,1,,,,,,,,,,
11,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
12,1472,Chicago,Partly Sunny,60,1,,,,,,,,,,
13,1472,Chicago,Partly Cloudy,58,1,,,,,,,,,,
1,1472,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
3,1472,Chicago,Scattered Clouds,58,1,,,,,,,,,,
4,1472,Chicago,Scattered Clouds,51,1,,,,,,,,,,
5,1472,Chicago,Partly Sunny,60,1,,,,,,,,,,
1,1968,Dallas,Cloudy,,1,,,,,,,,,,
2,1968,Dallas,Overcast,66,1,,,,,,,,,,
3,1968,Dallas,Overcast,68,1,,,,,,,,,,
4,1968,Dallas,Overcast,68,1,,,,,,,,,,
5,1968,Dallas,Cloudy,68,1,,,,,,,,,,
6,1968,Dallas,Overcast,50,1,,,,,,,,,,
7,1968,Dallas,Cloudy,69,1,,,,,,,,,,
14,1968,Dallas,Cloudy,68,1,,,,,,,,,,
8,1968,Dallas,Cloudy,70,1,,,,,,,,,,
9,1968,Dallas,Cloudy,66,1,,,,,,,,,,
15,1968,Dallas,Cloudy,68,1,,,,,,,,,,
10,1968,Dallas,mostly cloudy,66,1,,,,,,,,,,
11,1968,Dallas,Cloudy,68,1,,,,,,,,,,
12,1968,Dallas,Cloudy,67,1,,,,,,,,,,
1,2010,Dallas,Cloudy,,1,,,,,,,,,,
2,2010,Dallas,Overcast,75,1,,,,,,,,,,
3,2010,Dallas,Overcast,76,1,,,,,,,,,,
4,2010,Dallas,Overcast,76,1,,,,,,,,,,
