source,entity,Domain,Conditions,Humidity,day
8,2014,Dallas,Cloudy,74,1
9,2014,Dallas,Flood warningCloudy,80,1
15,2014,Dallas,Cloudy,75,1
10,2014,Dallas,mostly cloudy,80,1
11,2014,Dallas,Cloudy,74,1
12,2014,Dallas,Cloudy,78,1
13,2014,Dallas,Overcast,75,1
1,2024,Dallas,Cloudy,,1
2,2024,Dallas,Overcast,74,1
3,2024,Dallas,Overcast,75,1
4,2024,Dallas,Overcast,77,1
5,2024,Dallas,Cloudy,74,1
6,2024,Dallas,Overcast,71,1
7,2024,Dallas,Cloudy,73,1
14,2024,Dallas,Cloudy,70,1
8,2024,Dallas,Cloudy,74,1
9,2024,Dallas,Flood warningCloudy,74,1
15,2024,Dallas,Cloudy,75,1
10,2024,Dallas,mostly cloudy,80,1
11,2024,Dallas,Cloudy,74,1
12,2024,Dallas,Cloudy,74,1
13,2024,Dallas,Overcast,75,1
1,2026,Dallas,Cloudy,,1
2,2026,Dallas,Overcast,74,1
3,2026,Dallas,Overcast,75,1
4,2026,Dallas,Overcast,75,1
5,2026,Dallas,Cloudy,71,1
6,2026,Dallas,Overcast,69,1
7,2026,Dallas,Cloudy,69,1
14,2026,Dallas,Cloudy,70,1
8,2026,Dallas,Cloudy,71,1
9,2026,Dallas,Flood warningCloudy,74,1
15,2026,Dallas,Cloudy,75,1
10,2026,Dallas,mostly cloudy,74,1
11,2026,Dallas,Cloudy,71,1
12,2026,Dallas,Cloudy,74,1
13,2026,Dallas,Overcast,75,1
1,2047,Dallas,Cloudy,,1
2,2047,Dallas,Overcast,86,1
3,2047,Dallas,Overcast,82,1
4,2047,Dallas,Overcast,81,1
5,2047,Dallas,Cloudy,81,1
6,2047,Dallas,Overcast,78,1
7,2047,Dallas,Cloudy,79,1
14,2047,Dallas,Cloudy,74,1
8,2047,Dallas,Cloudy,81,1
9,2047,Dallas,Flood warningCloudy,86,1
15,2047,Dallas,Cloudy,82,1
10,2047,Dallas,mostly cloudy,80,1
11,2047,Dallas,Cloudy,81,1
12,2047,Dallas,Cloudy,82,1
13,2047,Dallas,Overcast,82,1
1,2885,El Paso,Cloudy,,1
2,2885,El Paso,Overcast,86,1
3,2885,El Paso,Overcast,85,1
4,2885,El Paso,Overcast,81,1
5,2885,El Paso,Cloudy,85,1
6,2885,El Paso,Overcast,86,1
7,2885,El Paso,Cloudy,82,1
14,2885,El Paso,Cloudy,77,1
8,2885,El Paso,Cloudy,85,1
9,2885,El Paso,Cloudy,86,1
15,2885,El Paso,Cloudy,85,1
10,2885,El Paso,mostly cloudy,86,1
11,2885,El Paso,Cloudy,85,1
12,2885,El Paso,Cloudy,85,1
13,2885,El Paso,Overcast,85,1
1,2889,El Paso,Mostly Cloudy,,1
2,2889,El Paso,Mostly Cloudy,80,1
3,2889,El Paso,Mostly Cloudy,76,1
4,2889,El Paso,Mostly Cloudy,77,1
5,2889,El Paso,Mostly Cloudy,75,1
6,2889,El Paso,Mostly Cloudy,80,1
7,2889,El Paso,Mostly Cloudy,71,1
14,2889,El Paso,Cloudy,77,1
8,2889,El Paso,Mostly Cloudy,75,1
9,2889,El Paso,Mostly Cloudy,80,1
15,2889,El Paso,Mostly Cloudy,80,1
10,2889,El Paso,mostly cloudy,80,1
11,2889,El Paso,Mostly Cloudy,75,1
12,2889,El Paso,Mostly Cloudy,75,1
13,2889,El Paso,Mostly Cloudy,76,1
1,2895,El Paso,Partly Cloudy,,1
2,2895,El Paso,Partly Cloudy,61,1
3,2895,El Paso,Partly Cloudy,65,1
4,2895,El Paso,Partly Cloudy,62,1
5,2895,El Paso,Partly Sunny,64,1
6,2895,El Paso,Partly Cloudy,61,1
7,2895,El Paso,Partly Cloudy,65,1
14,2895,El Paso,Partly Cloudy,65,1
8,2895,El Paso,Partly Sunny,64,1
9,2895,El Paso,Mostly Sunny,61,1
15,2895,El Paso,Few Clouds,64,1
10,2895,El Paso,clear sky,65,1
11,2895,El Paso,Partly Sunny,64,1
12,2895,El Paso,Partly Sunny,64,1
13,2895,El Paso,A Few Clouds,65,1
1,2969,El Paso,Fair,,1
2,2969,El Paso,Clear,61,1
3,2969,El Paso,Clear,63,1
4,2969,El Paso,Clear,68,1
5,2969,El Paso,Clear,62,1
6,2969,El Paso,Clear,61,1
7,2969,El Paso,Clear,63,1
14,2969,El Paso,Partly Cloudy,63,1
8,2969,El Paso,Partly Cloudy,62,1
9,2969,El Paso,Clear,61,1
15,2969,El Paso,Clear,62,1
10,2969,El Paso,clear sky,61,1
11,2969,El Paso,Clear,62,1
12,2969,El Paso,Clear,62,1
13,2969,El Paso,Fair,63,1
1,2974,El Paso,Fair,,1
2,2974,El Paso,Clear,75,1
3,2974,El Paso,Clear,76,1
4,2974,El Paso,Clear,75,1
5,2974,El Paso,Clear,75,1
6,2974,El Paso,Clear,75,1
7,2974,El Paso,Clear,81,1
14,2974,El Paso,Mostly Clear,76,1
8,2974,El Paso,Clear,75,1
9,2974,El Paso,Clear,75,1
15,2974,El Paso,Clear,75,1
10,2974,El Paso,clear sky,75,1
11,2974,El Paso,Clear,75,1
12,2974,El Paso,Clear,75,1
13,2974,El Paso,Fair,76,1
1,2995,El Paso,Cloudy,,1
2,2995,El Paso,Overcast,44,1
3,2995,El Paso,Overcast,43,1
4,2995,El Paso,Overcast,41,1
5,2995,El Paso,Cloudy,42,1
6,2995,El Paso,Overcast,44,1
7,2995,El Paso,Cloudy,43,1
14,2995,El Paso,Mostly Cloudy,45,1
8,2995,El Paso,Intermittent Clouds,44,1
9,2995,El Paso,Cloudy,43,1
15,2995,El Paso,Cloudy,43,1
10,2995,El Paso,mostly cloudy,43,1
11,2995,El Paso,Cloudy,42,1
12,2995,El Paso,Cloudy,42,1
13,2995,El Paso,Overcast,43,1
1,3002,El Paso,Partly Cloudy,,1
2,3002,El Paso,Partly Cloudy,66,1
3,3002,El Paso,Scattered Clouds,65,1
4,3002,El Paso,Scattered Clouds,67,1
5,3002,El Paso,Mostly Clear,65,1
6,3002,El Paso,Partly Cloudy,66,1
7,3002,El Paso,Partly Cloudy,68,1
14,3002,El Paso,Mostly Cloudy,68,1
8,3002,El Paso,Mostly Clear,65,1
9,3002,El Paso,Partly Cloudy,65,1
15,3002,El Paso,Mostly Clear,65,1
10,3002,El Paso,clear sky,65,1
11,3002,El Paso,Mostly Clear,65,1
12,3002,El Paso,Mostly Clear,65,1
13,3002,El Paso,Partly Cloudy,65,1
1,3017,El Paso,Cloudy,,1
2,3017,El Paso,Overcast,81,1
3,3017,El Paso,Overcast,82,1
4,3017,El Paso,Overcast,76,1
5,3017,El Paso,Cloudy,82,1
6,3017,El Paso,Overcast,81,1
7,3017,El Paso,Cloudy,82,1
14,3017,El Paso,Cloudy,79,1
8,3017,El Paso,Cloudy,79,1
9,3017,El Paso,Cloudy,81,1
15,3017,El Paso,Cloudy,76,1
10,3017,El Paso,mostly cloudy,81,1
11,3017,El Paso,Cloudy,82,1
12,3017,El Paso,Cloudy,82,1
13,3017,El Paso,Mostly Cloudy,87,1
1,3024,El Paso,Mostly Cloudy,,1
2,3024,El Paso,Mostly Cloudy,47,1
3,3024,El Paso,Mostly Cloudy,42,1
4,3024,El Paso,Mostly Cloudy,48,1
5,3024,El Paso,Cloudy,44,1
6,3024,El Paso,Mostly Cloudy,47,1
7,3024,El Paso,Mostly Cloudy,43,1
14,3024,El Paso,Mostly Cloudy,50,1
8,3024,El Paso,Cloudy,44,1
9,3024,El Paso,Mostly Cloudy,41,1
15,3024,El Paso,Mostly Cloudy,41,1
10,3024,El Paso,mostly cloudy,47,1
11,3024,El Paso,Cloudy,44,1
12,3024,El Paso,Cloudy,44,1
13,3024,El Paso,Mostly Cloudy,42,1
1,3026,El Paso,Mostly Cloudy,,1
2,3026,El Paso,Mostly Cloudy,41,1
3,3026,El Paso,Mostly Cloudy,40,1
4,3026,El Paso,Mostly Cloudy,45,1
5,3026,El Paso,Mostly Cloudy,40,1
6,3026,El Paso,Mostly Cloudy,41,1
7,3026,El Paso,Mostly Cloudy,40,1
14,3026,El Paso,Mostly Cloudy,42,1
8,3026,El Paso,Mostly Cloudy,41,1
9,3026,El Paso,Mostly Cloudy,41,1
15,3026,El Paso,Mostly Cloudy,40,1
10,3026,El Paso,mostly cloudy,41,1
11,3026,El Paso,Mostly Cloudy,40,1
12,3026,El Paso,Mostly Cloudy,40,1
13,3026,El Paso,Mostly Cloudy,41,1
1,3534,Houston,Cloudy,,1
2,3534,Houston,Overcast,82,1
3,3534,Houston,Overcast,82,1
4,3534,Houston,Overcast,88,1
5,3534,Houston,Cloudy,85,1
6,3534,Houston,Overcast,91,1
7,3534,Houston,Cloudy,84,1
14,3534,Houston,Cloudy,87,1
8,3534,Houston,Cloudy,81,1
9,3534,Houston,Cloudy,87,1
15,3534,Houston,Cloudy,82,1
10,3534,Houston,mostly cloudy,82,1
11,3534,Houston,Cloudy,85,1
12,3534,Houston,Cloudy,81,1
13,3534,Houston,Overcast,80,1
1,3951,Indianapolis,Partly Cloudy,,1
2,3951,Indianapolis,Partly Cloudy,54,1
3,3951,Indianapolis,Scattered Clouds,55,1
4,3951,Indianapolis,Scattered Clouds,56,1
5,3951,Indianapolis,Mostly Sunny,55,1
6,3951,Indianapolis,Partly Cloudy,54,1
7,3951,Indianapolis,Partly Cloudy,49,1
14,3951,Indianapolis,Mostly Cloudy,48,1
8,3951,Indianapolis,Mostly Sunny,55,1
9,3951,Indianapolis,Partly Cloudy,54,1
15,3951,Indianapolis,Mostly Clear,55,1
10,3951,Indianapolis,mostly cloudy,54,1
11,3951,Indianapolis,Mostly Sunny,55,1
12,3951,Indianapolis,Sunny,68,1
13,3951,Indianapolis,Partly Cloudy,55,1
1,3954,Indianapolis,Partly Cloudy,,1
2,3954,Indianapolis,Partly Cloudy,54,1
3,3954,Indianapolis,Scattered Clouds,55,1
4,3954,Indianapolis,Scattered Clouds,63,1
5,3954,Indianapolis,Mostly Sunny,55,1
6,3954,Indianapolis,Partly Cloudy,59,1
7,3954,Indianapolis,Mostly Sunny,53,1
14,3954,Indianapolis,Partly Cloudy,43,1
8,3954,Indianapolis,Mostly Sunny,55,1
9,3954,Indianapolis,Partly Cloudy,54,1
15,3954,Indianapolis,Mostly Clear,55,1
10,3954,Indianapolis,clear sky,54,1
11,3954,Indianapolis,Mostly Sunny,55,1
12,3954,Indianapolis,Sunny,68,1
13,3954,Indianapolis,Partly Cloudy,55,1
1,3980,Indianapolis,Fair,,1
2,3980,Indianapolis,Clear,68,1
3,3980,Indianapolis,Clear,63,1
4,3980,Indianapolis,Clear,56,1
5,3980,Indianapolis,Sunny,68,1
6,3980,Indianapolis,Clear,58,1
7,3980,Indianapolis,Sunny,56,1
14,3980,Indianapolis,Mostly Sunny,73,1
8,3980,Indianapolis,Sunny,68,1
9,3980,Indianapolis,Clear,68,1
15,3980,Indianapolis,Clear,63,1
10,3980,Indianapolis,clear sky,68,1
11,3980,Indianapolis,Sunny,68,1
12,3980,Indianapolis,Sunny,63,1
13,3980,Indianapolis,Fair,63,1
1,3983,Indianapolis,Fair,,1
2,3983,Indianapolis,Clear,59,1
3,3983,Indianapolis,Clear,58,1
4,3983,Indianapolis,Clear,50,1
5,3983,Indianapolis,Sunny,58,1
6,3983,Indianapolis,Clear,51,1
7,3983,Indianapolis,Sunny,48,1
14,3983,Indianapolis,Mostly Sunny,51,1
8,3983,Indianapolis,Sunny,58,1
9,3983,Indianapolis,Clear,59,1
15,3983,Indianapolis,Clear,58,1
10,3983,Indianapolis,clear sky,58,1
11,3983,Indianapolis,Sunny,58,1
12,3983,Indianapolis,Sunny,68,1
13,3983,Indianapolis,Fair,58,1
1,4584,Las Vegas,Fair,,1
2,4584,Las Vegas,Clear,81,1
3,4584,Las Vegas,Partly Cloudy,76,1
4,4584,Las Vegas,Partly Cloudy,74,1
5,4584,Las Vegas,Mostly Sunny,75,1
6,4584,Las Vegas,Partly Cloudy,91,1
7,4584,Las Vegas,Sunny,75,1
14,4584,Las Vegas,Mostly Clear,83,1
8,4584,Las Vegas,Mostly Clear,72,1
9,4584,Las Vegas,Clear,81,1
15,4584,Las Vegas,Clear,82,1
10,4584,Las Vegas,clear sky,70,1
11,4584,Las Vegas,Mostly Sunny,75,1
12,4584,Las Vegas,Mostly Sunny,75,1
13,4584,Las Vegas,A Few Clouds,75,1
1,4888,Los Angeles,Fair,,1
2,4888,Los Angeles,Clear,59,1
3,4888,Los Angeles,Clear,62,1
4,4888,Los Angeles,Clear,77,1
5,4888,Los Angeles,Sunny,61,1
6,4888,Los Angeles,Clear,59,1
7,4888,Los Angeles,Mostly Clear,64,1
14,4888,Los Angeles,Mostly Sunny,48,1
8,4888,Los Angeles,Sunny,61,1
9,4888,Los Angeles,High Surf AdvisoryClear,59,1
15,4888,Los Angeles,Clear,77,1
10,4888,Los Angeles,clear sky,59,1
11,4888,Los Angeles,Sunny,61,1
12,4888,Los Angeles,Sunny,47,1
13,4888,Los Angeles,Fair,62,1
1,4899,Los Angeles,Partly Cloudy,,1
2,4899,Los Angeles,Hazy,82,1
3,4899,Los Angeles,Haze,83,1
4,4899,Los Angeles,Haze,86,1
5,4899,Los Angeles,Partly Cloudy,82,1
6,4899,Los Angeles,Hazy,82,1
7,4899,Los Angeles,Partly Cloudy,84,1
14,4899,Los Angeles,Mostly Cloudy,86,1
8,4899,Los Angeles,Cloudy,81,1
9,4899,Los Angeles,High Surf AdvisoryHaze,82,1
15,4899,Los Angeles,Mist,93,1
10,4899,Los Angeles,clear sky,82,1
11,4899,Los Angeles,Partly Cloudy,82,1
12,4899,Los Angeles,Mostly Cloudy,87,1
13,4899,Los Angeles,Haze,83,1
1,4900,Los Angeles,Fair,,1
2,4900,Los Angeles,Hazy,82,1
3,4900,Los Angeles,Haze,83,1
4,4900,Los Angeles,Haze,87,1
5,4900,Los Angeles,Hazy Moonlight,82,1
6,4900,Los Angeles,Hazy,82,1
7,4900,Los Angeles,Clear,83,1
14,4900,Los Angeles,Partly Cloudy,83,1
8,4900,Los Angeles,Partly Cloudy,82,1
9,4900,Los Angeles,High Surf AdvisoryHaze,82,1
15,4900,Los Angeles,Mist,93,1
10,4900,Los Angeles,clear sky,82,1
11,4900,Los Angeles,Hazy Clouds,82,1
12,4900,Los Angeles,Mostly Cloudy,82,1
13,4900,Los Angeles,Haze,83,1
1,4934,Los Angeles,Fair,,1
2,4934,Los Angeles,Clear,87,1
3,4934,Los Angeles,Clear,83,1
4,4934,Los Angeles,Clear,89,1
5,4934,Los Angeles,Clear,83,1
6,4934,Los Angeles,Clear,87,1
7,4934,Los Angeles,Clear,84,1
14,4934,Los Angeles,Mostly Clear,83,1
8,4934,Los Angeles,Clear,83,1
9,4934,Los Angeles,Coastal Flood StatementClear,87,1
15,4934,Los Angeles,Mist,100,1
10,4934,Los Angeles,clear sky,82,1
11,4934,Los Angeles,Clear,83,1
12,4934,Los Angeles,Clear,88,1
13,4934,Los Angeles,Fog,94,1
1,4938,Los Angeles,Haze,,1
2,4938,Los Angeles,Hazy,87,1
3,4938,Los Angeles,Haze,83,1
4,4938,Los Angeles,Haze,85,1
5,4938,Los Angeles,Hazy Sunshine,83,1
6,4938,Los Angeles,Hazy,87,1
7,4938,Los Angeles,Sunny,78,1
14,4938,Los Angeles,Mostly Clear,86,1
8,4938,Los Angeles,Clear,82,1
9,4938,Los Angeles,Coastal Flood StatementHaze,87,1
15,4938,Los Angeles,Mist,100,1
10,4938,Los Angeles,clear sky,87,1
11,4938,Los Angeles,Hazy Sunshine,83,1
12,4938,Los Angeles,Sunny,88,1
13,4938,Los Angeles,Haze,83,1
1,4940,Los Angeles,Fair,,1
2,4940,Los Angeles,Hazy,77,1
3,4940,Los Angeles,Haze,64,1
4,4940,Los Angeles,Haze,68,1
5,4940,Los Angeles,Sunny,74,1
6,4940,Los Angeles,Hazy,63,1
7,4940,Los Angeles,Sunny,71,1
14,4940,Los Angeles,Hazy,83,1
8,4940,Los Angeles,Sunny,74,1
9,4940,Los Angeles,Coastal Flood StatementHaze,62,1
15,4940,Los Angeles,Mist,87,1
10,4940,Los Angeles,clear sky,76,1
11,4940,Los Angeles,Sunny,74,1
12,4940,Los Angeles,Sunny,79,1
13,4940,Los Angeles,Fog,89,1
1,4941,Los Angeles,Fair,,1
2,4941,Los Angeles,Hazy,63,1
3,4941,Los Angeles,Haze,64,1
4,4941,Los Angeles,Haze,62,1
5,4941,Los Angeles,Sunny,63,1
6,4941,Los Angeles,Hazy,63,1
7,4941,Los Angeles,Sunny,62,1
14,4941,Los Angeles,Hazy,83,1
8,4941,Los Angeles,Sunny,63,1
9,4941,Los Angeles,Coastal Flood StatementHaze,62,1
15,4941,Los Angeles,Mist,87,1
10,4941,Los Angeles,clear sky,63,1
11,4941,Los Angeles,Sunny,63,1
12,4941,Los Angeles,Sunny,66,1
13,4941,Los Angeles,Haze,64,1
1,4942,Los Angeles,Fair,,1
2,4942,Los Angeles,Clear,52,1
3,4942,Los Angeles,Clear,52,1
4,4942,Los Angeles,Clear,55,1
5,4942,Los Angeles,Sunny,51,1
6,4942,Los Angeles,Clear,52,1
7,4942,Los Angeles,Sunny,48,1
14,4942,Los Angeles,Mostly Sunny,64,1
8,4942,Los Angeles,Sunny,51,1
9,4942,Los Angeles,Coastal Flood StatementClear,51,1
15,4942,Los Angeles,Mostly Clear,72,1
10,4942,Los Angeles,clear sky,63,1
11,4942,Los Angeles,Sunny,51,1
12,4942,Los Angeles,Sunny,49,1
13,4942,Los Angeles,Fair,52,1
1,4944,Los Angeles,Fair,,1
2,4944,Los Angeles,Clear,46,1
3,4944,Los Angeles,Haze,47,1
4,4944,Los Angeles,Haze,50,1
5,4944,Los Angeles,Mostly Sunny,46,1
6,4944,Los Angeles,Clear,46,1
7,4944,Los Angeles,Sunny,43,1
14,4944,Los Angeles,Mostly Sunny,52,1
8,4944,Los Angeles,Sunny,46,1
9,4944,Los Angeles,Coastal Flood StatementHaze,48,1
15,4944,Los Angeles,Clear,57,1
10,4944,Los Angeles,clear sky,45,1
11,4944,Los Angeles,Mostly Sunny,46,1
12,4944,Los Angeles,Sunny,44,1
13,4944,Los Angeles,Haze,47,1
6,4993,Los Angeles,Clear,67,1
7,4993,Los Angeles,Sunny,69,1
14,4993,Los Angeles,Mostly Clear,71,1
8,4993,Los Angeles,Sunny,71,1
9,4993,Los Angeles,Clear,66,1
15,4993,Los Angeles,Clear,77,1
10,4993,Los Angeles,clear sky,71,1
11,4993,Los Angeles,Sunny,68,1
12,4993,Los Angeles,Sunny,35,1
13,4993,Los Angeles,Fair,69,1
1,4993,Los Angeles,Fair,,1
2,4993,Los Angeles,Clear,67,1
3,4993,Los Angeles,Clear,69,1
4,4993,Los Angeles,Clear,70,1
5,4993,Los Angeles,Sunny,68,1
6,4993,Los Angeles,Clear,67,1
7,4993,Los Angeles,Sunny,69,1
14,4993,Los Angeles,Mostly Clear,71,1
8,4993,Los Angeles,Sunny,71,1
9,4993,Los Angeles,Clear,66,1
15,4993,Los Angeles,Clear,77,1
10,4993,Los Angeles,clear sky,71,1
11,4993,Los Angeles,Sunny,68,1
12,4993,Los Angeles,Sunny,35,1
13,4993,Los Angeles,Fair,69,1
1,5440,Milwaukee,Partly Cloudy,,1
2,5440,Milwaukee,Partly Cloudy,46,1
3,5440,Milwaukee,Partly Cloudy,48,1
4,5440,Milwaukee,Partly Cloudy,52,1
5,5440,Milwaukee,Mostly Clear,47,1
6,5440,Milwaukee,Partly Cloudy,46,1
7,5440,Milwaukee,Clear,45,1
14,5440,Milwaukee,Partly Cloudy,40,1
8,5440,Milwaukee,Mostly Clear,47,1
9,5440,Milwaukee,Mostly Sunny,47,1
15,5440,Milwaukee,Few Clouds,47,1
10,5440,Milwaukee,clear sky,46,1
11,5440,Milwaukee,Mostly Clear,47,1
12,5440,Milwaukee,Clear,50,1
13,5440,Milwaukee,A Few Clouds,47,1
1,5455,Milwaukee,Partly Cloudy,,1
2,5455,Milwaukee,Partly Cloudy,49,1
3,5455,Milwaukee,Scattered Clouds,52,1
4,5455,Milwaukee,Scattered Clouds,54,1
5,5455,Milwaukee,Partly Sunny,51,1
6,5455,Milwaukee,Partly Cloudy,49,1
7,5455,Milwaukee,Partly Cloudy,37,1
14,5455,Milwaukee,Partly Cloudy,31,1
8,5455,Milwaukee,Partly Sunny,51,1
9,5455,Milwaukee,Partly Cloudy,49,1
15,5455,Milwaukee,Mostly Clear,51,1
10,5455,Milwaukee,clear sky,37,1
11,5455,Milwaukee,Partly Sunny,51,1
12,5455,Milwaukee,Sunny,34,1
13,5455,Milwaukee,Partly Cloudy,51,1
1,5526,Milwaukee,Partly Cloudy,,1
2,5526,Milwaukee,Partly Cloudy,57,1
3,5526,Milwaukee,Scattered Clouds,64,1
4,5526,Milwaukee,Scattered Clouds,68,1
5,5526,Milwaukee,Partly Cloudy,64,1
6,5526,Milwaukee,Partly Cloudy,62,1
7,5526,Milwaukee,Mostly Clear,54,1
14,5526,Milwaukee,Partly Cloudy,54,1
8,5526,Milwaukee,Partly Cloudy,61,1
9,5526,Milwaukee,Partly Cloudy,62,1
15,5526,Milwaukee,Mostly Clear,64,1
10,5526,Milwaukee,clear sky,57,1
11,5526,Milwaukee,Partly Cloudy,64,1
12,5526,Milwaukee,Clear,48,1
13,5526,Milwaukee,Partly Cloudy,64,1
1,5527,Milwaukee,Partly Cloudy,,1
2,5527,Milwaukee,Partly Cloudy,62,1
3,5527,Milwaukee,Scattered Clouds,64,1
4,5527,Milwaukee,Mostly Cloudy,66,1
5,5527,Milwaukee,Partly Cloudy,64,1
6,5527,Milwaukee,Partly Cloudy,62,1
7,5527,Milwaukee,Mostly Clear,57,1
14,5527,Milwaukee,Partly Cloudy,54,1
8,5527,Milwaukee,Partly Cloudy,64,1
9,5527,Milwaukee,Partly Cloudy,62,1
15,5527,Milwaukee,Mostly Cloudy,65,1
10,5527,Milwaukee,clear sky,62,1
