,0,1,2,3,4,5
107,3,2895,El Paso,Partly Cloudy,65,1
108,4,2895,El Paso,Partly Cloudy,62,1
109,5,2895,El Paso,Partly Sunny,64,1
110,6,2895,El Paso,Partly Cloudy,61,1
111,7,2895,El Paso,Partly Cloudy,65,1
112,14,2895,El Paso,Partly Cloudy,65,1
113,8,2895,El Paso,Partly Sunny,64,1
114,9,2895,El Paso,Mostly Sunny,61,1
115,15,2895,El Paso,Few Clouds,64,1
116,10,2895,El Paso,clear sky,65,1
117,11,2895,El Paso,Partly Sunny,64,1
118,12,2895,El Paso,Partly Sunny,64,1
119,13,2895,El Paso,A Few Clouds,65,1
120,1,2969,El Paso,Fair,,1
121,2,2969,El Paso,Clear,61,1
122,3,2969,El Paso,Clear,63,1
123,4,2969,El Paso,Clear,68,1
124,5,2969,El Paso,Clear,62,1
125,6,2969,El Paso,Clear,61,1
126,7,2969,El Paso,Clear,63,1
127,14,2969,El Paso,Partly Cloudy,63,1
128,8,2969,El Paso,Partly Cloudy,62,1
129,9,2969,El Paso,Clear,61,1
130,15,2969,El Paso,Clear,62,1
131,10,2969,El Paso,clear sky,61,1
132,11,2969,El Paso,Clear,62,1
133,12,2969,El Paso,Clear,62,1
134,13,2969,El Paso,Fair,63,1
135,1,2974,El Paso,Fair,,1
136,2,2974,El Paso,Clear,75,1
137,3,2974,El Paso,Clear,76,1
138,4,2974,El Paso,Clear,75,1
139,5,2974,El Paso,Clear,75,1
140,6,2974,El Paso,Clear,75,1
141,7,2974,El Paso,Clear,81,1
142,14,2974,El Paso,Mostly Clear,76,1
143,8,2974,El Paso,Clear,75,1
144,9,2974,El Paso,Clear,75,1
145,15,2974,El Paso,Clear,75,1
146,10,2974,El Paso,clear sky,75,1
147,11,2974,El Paso,Clear,75,1
148,12,2974,El Paso,Clear,75,1
149,13,2974,El Paso,Fair,76,1
150,1,2995,El Paso,Cloudy,,1
151,2,2995,El Paso,Overcast,44,1
152,3,2995,El Paso,Overcast,43,1
153,4,2995,El Paso,Overcast,41,1
154,5,2995,El Paso,Cloudy,42,1
155,6,2995,El Paso,Overcast,44,1
156,7,2995,El Paso,Cloudy,43,1
157,14,2995,El Paso,Mostly Cloudy,45,1
158,8,2995,El Paso,Intermittent Clouds,44,1
159,9,2995,El Paso,Cloudy,43,1
160,15,2995,El Paso,Cloudy,43,1
161,10,2995,El Paso,mostly cloudy,43,1
162,11,2995,El Paso,Cloudy,42,1
163,12,2995,El Paso,Cloudy,42,1
164,13,2995,El Paso,Overcast,43,1
165,1,3002,El Paso,Partly Cloudy,,1
166,2,3002,El Paso,Partly Cloudy,66,1
167,3,3002,El Paso,Scattered Clouds,65,1
168,4,3002,El Paso,Scattered Clouds,67,1
169,5,3002,El Paso,Mostly Clear,65,1
170,6,3002,El Paso,Partly Cloudy,66,1
171,7,3002,El Paso,Partly Cloudy,68,1
172,14,3002,El Paso,Mostly Cloudy,68,1
173,8,3002,El Paso,Mostly Clear,65,1
174,9,3002,El Paso,Partly Cloudy,65,1
175,15,3002,El Paso,Mostly Clear,65,1
176,10,3002,El Paso,clear sky,65,1
177,11,3002,El Paso,Mostly Clear,65,1
178,12,3002,El Paso,Mostly Clear,65,1
179,13,3002,El Paso,Partly Cloudy,65,1
180,1,3024,El Paso,Mostly Cloudy,,1
181,2,3024,El Paso,Mostly Cloudy,47,1
182,3,3024,El Paso,Mostly Cloudy,42,1
183,4,3024,El Paso,Mostly Cloudy,48,1
184,5,3024,El Paso,Cloudy,44,1
185,6,3024,El Paso,Mostly Cloudy,47,1
186,7,3024,El Paso,Mostly Cloudy,43,1
187,14,3024,El Paso,Mostly Cloudy,50,1
188,8,3024,El Paso,Cloudy,44,1
189,9,3024,El Paso,Mostly Cloudy,41,1
190,15,3024,El Paso,Mostly Cloudy,41,1
191,10,3024,El Paso,mostly cloudy,47,1
192,11,3024,El Paso,Cloudy,44,1
193,12,3024,El Paso,Cloudy,44,1
194,13,3024,El Paso,Mostly Cloudy,42,1
195,1,3026,El Paso,Mostly Cloudy,,1
196,2,3026,El Paso,Mostly Cloudy,41,1
197,3,3026,El Paso,Mostly Cloudy,40,1
198,4,3026,El Paso,Mostly Cloudy,45,1
199,5,3026,El Paso,Mostly Cloudy,40,1
200,6,3026,El Paso,Mostly Cloudy,41,1
201,7,3026,El Paso,Mostly Cloudy,40,1
202,14,3026,El Paso,Mostly Cloudy,42,1
203,8,3026,El Paso,Mostly Cloudy,41,1
204,9,3026,El Paso,Mostly Cloudy,41,1
205,15,3026,El Paso,Mostly Cloudy,40,1
206,10,3026,El Paso,mostly cloudy,41,1
207,11,3026,El Paso,Mostly Cloudy,40,1
208,12,3026,El Paso,Mostly Cloudy,40,1
209,13,3026,El Paso,Mostly Cloudy,41,1
210,1,3291,Fort Worth,Cloudy,,1
211,2,3291,Fort Worth,Overcast,75,1
212,3,3291,Fort Worth,Overcast,78,1
213,4,3291,Fort Worth,Overcast,79,1
214,5,3291,Fort Worth,Cloudy,78,1
215,6,3291,Fort Worth,Overcast,75,1
216,7,3291,Fort Worth,Cloudy,68,1
217,14,3291,Fort Worth,Cloudy,78,1
218,8,3291,Fort Worth,Cloudy,78,1
219,9,3291,Fort Worth,Short term forecastCloudy,80,1
220,15,3291,Fort Worth,Cloudy,78,1
221,10,3291,Fort Worth,mostly cloudy,80,1
222,11,3291,Fort Worth,Cloudy,78,1
223,12,3291,Fort Worth,Light Snow,78,1
224,13,3291,Fort Worth,Overcast,75,1
225,1,3296,Fort Worth,Cloudy,,1
226,2,3296,Fort Worth,Overcast,69,1
227,3,3296,Fort Worth,Overcast,75,1
228,4,3296,Fort Worth,Overcast,79,1
229,5,3296,Fort Worth,Cloudy,74,1
230,6,3296,Fort Worth,Overcast,69,1
231,7,3296,Fort Worth,Cloudy,65,1
232,14,3296,Fort Worth,Cloudy,70,1
233,8,3296,Fort Worth,Cloudy,74,1
234,9,3296,Fort Worth,Cloudy,74,1
235,15,3296,Fort Worth,Cloudy,75,1
236,10,3296,Fort Worth,mostly cloudy,74,1
237,11,3296,Fort Worth,Cloudy,74,1
238,12,3296,Fort Worth,Cloudy,74,1
239,13,3296,Fort Worth,Overcast,75,1
240,1,3302,Fort Worth,Cloudy,,1
241,2,3302,Fort Worth,Overcast,69,1
242,3,3302,Fort Worth,Overcast,77,1
243,4,3302,Fort Worth,Overcast,80,1
244,5,3302,Fort Worth,Cloudy,77,1
245,6,3302,Fort Worth,Overcast,69,1
246,7,3302,Fort Worth,Cloudy,66,1
247,14,3302,Fort Worth,Cloudy,69,1
248,8,3302,Fort Worth,Cloudy,77,1
249,9,3302,Fort Worth,Cloudy,74,1
250,15,3302,Fort Worth,Cloudy,78,1
251,10,3302,Fort Worth,mostly cloudy,74,1
252,11,3302,Fort Worth,Cloudy,77,1
253,12,3302,Fort Worth,Cloudy,74,1
254,13,3302,Fort Worth,Overcast,78,1
255,1,3307,Fort Worth,Cloudy,,1
256,2,3307,Fort Worth,Overcast,69,1
257,3,3307,Fort Worth,Overcast,75,1
258,4,3307,Fort Worth,Overcast,77,1
259,5,3307,Fort Worth,Cloudy,74,1
260,6,3307,Fort Worth,Overcast,69,1
261,7,3307,Fort Worth,Cloudy,63,1
262,14,3307,Fort Worth,Cloudy,70,1
263,8,3307,Fort Worth,Cloudy,74,1
264,9,3307,Fort Worth,Cloudy,74,1
265,15,3307,Fort Worth,Cloudy,75,1
266,10,3307,Fort Worth,mostly cloudy,74,1
267,11,3307,Fort Worth,Cloudy,74,1
268,12,3307,Fort Worth,Cloudy,71,1
269,13,3307,Fort Worth,Overcast,75,1
270,1,3314,Fort Worth,Cloudy,,1
271,2,3314,Fort Worth,Overcast,69,1
272,3,3314,Fort Worth,Overcast,75,1
273,4,3314,Fort Worth,Overcast,79,1
274,5,3314,Fort Worth,Cloudy,74,1
275,6,3314,Fort Worth,Overcast,69,1
276,7,3314,Fort Worth,Cloudy,65,1
277,14,3314,Fort Worth,Cloudy,70,1
278,8,3314,Fort Worth,Cloudy,74,1
279,9,3314,Fort Worth,Cloudy,74,1
280,15,3314,Fort Worth,Cloudy,75,1
281,10,3314,Fort Worth,mostly cloudy,74,1
282,11,3314,Fort Worth,Cloudy,74,1
283,12,3314,Fort Worth,Cloudy,72,1
284,13,3314,Fort Worth,Overcast,75,1
285,1,3316,Fort Worth,Cloudy,,1
286,2,3316,Fort Worth,Overcast,69,1
287,3,3316,Fort Worth,Overcast,78,1
288,4,3316,Fort Worth,Overcast,80,1
289,5,3316,Fort Worth,Cloudy,78,1
290,6,3316,Fort Worth,Overcast,69,1
291,7,3316,Fort Worth,Cloudy,66,1
292,14,3316,Fort Worth,Cloudy,70,1
293,8,3316,Fort Worth,Cloudy,74,1
294,9,3316,Fort Worth,Cloudy,80,1
295,15,3316,Fort Worth,Cloudy,78,1
296,10,3316,Fort Worth,mostly cloudy,74,1
297,11,3316,Fort Worth,Cloudy,78,1
298,12,3316,Fort Worth,Cloudy,78,1
299,13,3316,Fort Worth,Overcast,78,1
300,1,3319,Fort Worth,Cloudy,,1
301,2,3319,Fort Worth,Overcast,75,1
302,3,3319,Fort Worth,Overcast,78,1
303,4,3319,Fort Worth,Overcast,82,1
304,5,3319,Fort Worth,Cloudy,78,1
305,6,3319,Fort Worth,Overcast,75,1
306,7,3319,Fort Worth,Cloudy,70,1
307,14,3319,Fort Worth,Cloudy,74,1
308,8,3319,Fort Worth,Cloudy,78,1
309,9,3319,Fort Worth,Cloudy,80,1
310,15,3319,Fort Worth,Cloudy,78,1
311,10,3319,Fort Worth,mostly cloudy,80,1
312,11,3319,Fort Worth,Cloudy,78,1
313,12,3319,Fort Worth,Cloudy,78,1
314,13,3319,Fort Worth,Overcast,78,1
315,1,3324,Fort Worth,Cloudy,,1
316,2,3324,Fort Worth,Overcast,80,1
317,3,3324,Fort Worth,Overcast,82,1
318,4,3324,Fort Worth,Overcast,86,1
319,5,3324,Fort Worth,Cloudy,81,1
320,6,3324,Fort Worth,Overcast,80,1
321,7,3324,Fort Worth,Cloudy,74,1
322,14,3324,Fort Worth,Cloudy,74,1
323,8,3324,Fort Worth,Cloudy,81,1
324,9,3324,Fort Worth,Cloudy,86,1
325,15,3324,Fort Worth,Cloudy,80,1
326,10,3324,Fort Worth,mostly cloudy,86,1
327,11,3324,Fort Worth,Cloudy,81,1
328,12,3324,Fort Worth,Cloudy,81,1
329,13,3324,Fort Worth,Overcast,82,1
330,1,3343,Fort Worth,Cloudy,,1
331,2,3343,Fort Worth,Overcast,75,1
332,3,3343,Fort Worth,Overcast,82,1
333,4,3343,Fort Worth,Overcast,83,1
334,5,3343,Fort Worth,Cloudy,81,1
335,6,3343,Fort Worth,Overcast,75,1
336,7,3343,Fort Worth,Cloudy,74,1
337,14,3343,Fort Worth,Cloudy,82,1
338,8,3343,Fort Worth,Cloudy,81,1
339,9,3343,Fort Worth,Cloudy,80,1
340,15,3343,Fort Worth,Cloudy,81,1
341,10,3343,Fort Worth,mostly cloudy,80,1
342,11,3343,Fort Worth,Cloudy,81,1
343,12,3343,Fort Worth,Cloudy,78,1
344,13,3343,Fort Worth,Overcast,82,1
345,1,3534,Houston,Cloudy,,1
346,2,3534,Houston,Overcast,82,1
347,3,3534,Houston,Overcast,82,1
348,4,3534,Houston,Overcast,88,1
349,5,3534,Houston,Cloudy,85,1
350,6,3534,Houston,Overcast,91,1
351,7,3534,Houston,Cloudy,84,1
352,14,3534,Houston,Cloudy,87,1
353,8,3534,Houston,Cloudy,81,1
354,9,3534,Houston,Cloudy,87,1
355,15,3534,Houston,Cloudy,82,1
356,10,3534,Houston,mostly cloudy,82,1
357,11,3534,Houston,Cloudy,85,1
358,12,3534,Houston,Cloudy,81,1
359,13,3534,Houston,Overcast,80,1
360,1,3856,Indianapolis,Cloudy,,1
361,2,3856,Indianapolis,Mostly Cloudy,58,1
362,3,3856,Indianapolis,Mostly Cloudy,59,1
363,4,3856,Indianapolis,Mostly Cloudy,60,1
364,5,3856,Indianapolis,Intermittent Clouds,59,1
365,6,3856,Indianapolis,Mostly Cloudy,62,1
366,7,3856,Indianapolis,Mostly Cloudy,54,1
367,14,3856,Indianapolis,Cloudy,53,1
368,8,3856,Indianapolis,Cloudy,59,1
369,9,3856,Indianapolis,Mostly Cloudy,58,1
370,15,3856,Indianapolis,Mostly Cloudy,59,1
371,10,3856,Indianapolis,mostly cloudy,62,1
372,11,3856,Indianapolis,Clouds And Sun,59,1
373,12,3856,Indianapolis,Cloudy,67,1
374,13,3856,Indianapolis,Mostly Cloudy,59,1
375,1,3951,Indianapolis,Partly Cloudy,,1
376,2,3951,Indianapolis,Partly Cloudy,54,1
377,3,3951,Indianapolis,Scattered Clouds,55,1
378,4,3951,Indianapolis,Scattered Clouds,56,1
379,5,3951,Indianapolis,Mostly Sunny,55,1
380,6,3951,Indianapolis,Partly Cloudy,54,1
381,7,3951,Indianapolis,Partly Cloudy,49,1
382,14,3951,Indianapolis,Mostly Cloudy,48,1
383,8,3951,Indianapolis,Mostly Sunny,55,1
384,9,3951,Indianapolis,Partly Cloudy,54,1
385,15,3951,Indianapolis,Mostly Clear,55,1
386,10,3951,Indianapolis,mostly cloudy,54,1
387,11,3951,Indianapolis,Mostly Sunny,55,1
388,12,3951,Indianapolis,Sunny,68,1
389,13,3951,Indianapolis,Partly Cloudy,55,1
390,1,3954,Indianapolis,Partly Cloudy,,1
391,2,3954,Indianapolis,Partly Cloudy,54,1
392,3,3954,Indianapolis,Scattered Clouds,55,1
393,4,3954,Indianapolis,Scattered Clouds,63,1
394,5,3954,Indianapolis,Mostly Sunny,55,1
395,6,3954,Indianapolis,Partly Cloudy,59,1
396,7,3954,Indianapolis,Mostly Sunny,53,1
397,14,3954,Indianapolis,Partly Cloudy,43,1
398,8,3954,Indianapolis,Mostly Sunny,55,1
399,9,3954,Indianapolis,Partly Cloudy,54,1
400,15,3954,Indianapolis,Mostly Clear,55,1
401,10,3954,Indianapolis,clear sky,54,1
402,11,3954,Indianapolis,Mostly Sunny,55,1
403,12,3954,Indianapolis,Sunny,68,1
404,13,3954,Indianapolis,Partly Cloudy,55,1
405,1,3980,Indianapolis,Fair,,1
406,2,3980,Indianapolis,Clear,68,1
407,3,3980,Indianapolis,Clear,63,1
408,4,3980,Indianapolis,Clear,56,1
409,5,3980,Indianapolis,Sunny,68,1
410,6,3980,Indianapolis,Clear,58,1
411,7,3980,Indianapolis,Sunny,56,1
412,14,3980,Indianapolis,Mostly Sunny,73,1
413,8,3980,Indianapolis,Sunny,68,1
414,9,3980,Indianapolis,Clear,68,1
415,15,3980,Indianapolis,Clear,63,1
416,10,3980,Indianapolis,clear sky,68,1
417,11,3980,Indianapolis,Sunny,68,1
418,12,3980,Indianapolis,Sunny,63,1
419,13,3980,Indianapolis,Fair,63,1
420,1,3983,Indianapolis,Fair,,1
421,2,3983,Indianapolis,Clear,59,1
422,3,3983,Indianapolis,Clear,58,1
423,4,3983,Indianapolis,Clear,50,1
424,5,3983,Indianapolis,Sunny,58,1
425,6,3983,Indianapolis,Clear,51,1
426,7,3983,Indianapolis,Sunny,48,1
427,14,3983,Indianapolis,Mostly Sunny,51,1
428,8,3983,Indianapolis,Sunny,58,1
429,9,3983,Indianapolis,Clear,59,1
430,15,3983,Indianapolis,Clear,58,1
431,10,3983,Indianapolis,clear sky,58,1
432,11,3983,Indianapolis,Sunny,58,1
433,12,3983,Indianapolis,Sunny,68,1
434,13,3983,Indianapolis,Fair,58,1
435,1,4306,Jacksonville,Mostly Cloudy,,1
436,2,4306,Jacksonville,Mostly Cloudy,71,1
437,3,4306,Jacksonville,Mostly Cloudy,71,1
438,4,4306,Jacksonville,Mostly Cloudy,72,1
439,5,4306,Jacksonville,Partly Sunny,70,1
440,6,4306,Jacksonville,Bkh,73,1
441,7,4306,Jacksonville,Mostly Cloudy,71,1
442,14,4306,Jacksonville,Mostly Cloudy,65,1
443,8,4306,Jacksonville,Sunny,61,1
444,9,4306,Jacksonville,Cloudy,70,1
445,15,4306,Jacksonville,Mostly Cloudy,70,1
446,10,4306,Jacksonville,mostly cloudy,66,1
447,11,4306,Jacksonville,Partly Sunny,70,1
448,12,4306,Jacksonville,Mostly Cloudy,70,1
449,13,4306,Jacksonville,Mostly Cloudy,71,1
450,1,4584,Las Vegas,Fair,,1
451,2,4584,Las Vegas,Clear,81,1
452,3,4584,Las Vegas,Partly Cloudy,76,1
453,4,4584,Las Vegas,Partly Cloudy,74,1
454,5,4584,Las Vegas,Mostly Sunny,75,1
455,6,4584,Las Vegas,Partly Cloudy,91,1
456,7,4584,Las Vegas,Sunny,75,1
457,14,4584,Las Vegas,Mostly Clear,83,1
458,8,4584,Las Vegas,Mostly Clear,72,1
459,9,4584,Las Vegas,Clear,81,1
460,15,4584,Las Vegas,Clear,82,1
461,10,4584,Las Vegas,clear sky,70,1
462,11,4584,Las Vegas,Mostly Sunny,75,1
463,12,4584,Las Vegas,Mostly Sunny,75,1
464,13,4584,Las Vegas,A Few Clouds,75,1
465,1,4888,Los Angeles,Fair,,1
466,2,4888,Los Angeles,Clear,59,1
467,3,4888,Los Angeles,Clear,62,1
468,4,4888,Los Angeles,Clear,77,1
469,5,4888,Los Angeles,Sunny,61,1
470,6,4888,Los Angeles,Clear,59,1
471,7,4888,Los Angeles,Mostly Clear,64,1
472,14,4888,Los Angeles,Mostly Sunny,48,1
473,8,4888,Los Angeles,Sunny,61,1
474,9,4888,Los Angeles,High Surf AdvisoryClear,59,1
475,15,4888,Los Angeles,Clear,77,1
476,10,4888,Los Angeles,clear sky,59,1
477,11,4888,Los Angeles,Sunny,61,1
478,12,4888,Los Angeles,Sunny,47,1
479,13,4888,Los Angeles,Fair,62,1
480,1,4899,Los Angeles,Partly Cloudy,,1
481,2,4899,Los Angeles,Hazy,82,1
482,3,4899,Los Angeles,Haze,83,1
483,4,4899,Los Angeles,Haze,86,1
484,5,4899,Los Angeles,Partly Cloudy,82,1
485,6,4899,Los Angeles,Hazy,82,1
486,7,4899,Los Angeles,Partly Cloudy,84,1
487,14,4899,Los Angeles,Mostly Cloudy,86,1
488,8,4899,Los Angeles,Cloudy,81,1
489,9,4899,Los Angeles,High Surf AdvisoryHaze,82,1
490,15,4899,Los Angeles,Mist,93,1
491,10,4899,Los Angeles,clear sky,82,1
492,11,4899,Los Angeles,Partly Cloudy,82,1
493,12,4899,Los Angeles,Mostly Cloudy,87,1
494,13,4899,Los Angeles,Haze,83,1
495,1,4900,Los Angeles,Fair,,1
496,2,4900,Los Angeles,Hazy,82,1
497,3,4900,Los Angeles,Haze,83,1
498,4,4900,Los Angeles,Haze,87,1
499,5,4900,Los Angeles,Hazy Moonlight,82,1
500,6,4900,Los Angeles,Hazy,82,1
501,7,4900,Los Angeles,Clear,83,1
502,14,4900,Los Angeles,Partly Cloudy,83,1
503,8,4900,Los Angeles,Partly Cloudy,82,1
504,9,4900,Los Angeles,High Surf AdvisoryHaze,82,1
505,15,4900,Los Angeles,Mist,93,1
506,10,4900,Los Angeles,clear sky,82,1
507,11,4900,Los Angeles,Hazy Clouds,82,1
508,12,4900,Los Angeles,Mostly Cloudy,82,1
509,13,4900,Los Angeles,Haze,83,1
510,1,4938,Los Angeles,Haze,,1
511,2,4938,Los Angeles,Hazy,87,1
512,3,4938,Los Angeles,Haze,83,1
513,4,4938,Los Angeles,Haze,85,1
514,5,4938,Los Angeles,Hazy Sunshine,83,1
515,6,4938,Los Angeles,Hazy,87,1
516,7,4938,Los Angeles,Sunny,78,1
517,14,4938,Los Angeles,Mostly Clear,86,1
518,8,4938,Los Angeles,Clear,82,1
519,9,4938,Los Angeles,Coastal Flood StatementHaze,87,1
520,15,4938,Los Angeles,Mist,100,1
521,10,4938,Los Angeles,clear sky,87,1
522,11,4938,Los Angeles,Hazy Sunshine,83,1
523,12,4938,Los Angeles,Sunny,88,1
524,13,4938,Los Angeles,Haze,83,1
525,1,4940,Los Angeles,Fair,,1
526,2,4940,Los Angeles,Hazy,77,1
527,3,4940,Los Angeles,Haze,64,1
528,4,4940,Los Angeles,Haze,68,1
529,5,4940,Los Angeles,Sunny,74,1
530,6,4940,Los Angeles,Hazy,63,1
531,7,4940,Los Angeles,Sunny,71,1
532,14,4940,Los Angeles,Hazy,83,1
533,8,4940,Los Angeles,Sunny,74,1
534,9,4940,Los Angeles,Coastal Flood StatementHaze,62,1
535,15,4940,Los Angeles,Mist,87,1
536,10,4940,Los Angeles,clear sky,76,1
537,11,4940,Los Angeles,Sunny,74,1
538,12,4940,Los Angeles,Sunny,79,1
539,13,4940,Los Angeles,Fog,89,1
540,1,4941,Los Angeles,Fair,,1
541,2,4941,Los Angeles,Hazy,63,1
542,3,4941,Los Angeles,Haze,64,1
543,4,4941,Los Angeles,Haze,62,1
544,5,4941,Los Angeles,Sunny,63,1
545,6,4941,Los Angeles,Hazy,63,1
546,7,4941,Los Angeles,Sunny,62,1
547,14,4941,Los Angeles,Hazy,83,1
548,8,4941,Los Angeles,Sunny,63,1
549,9,4941,Los Angeles,Coastal Flood StatementHaze,62,1
550,15,4941,Los Angeles,Mist,87,1
551,10,4941,Los Angeles,clear sky,63,1
552,11,4941,Los Angeles,Sunny,63,1
553,12,4941,Los Angeles,Sunny,66,1
554,13,4941,Los Angeles,Haze,64,1
555,1,4942,Los Angeles,Fair,,1
556,2,4942,Los Angeles,Clear,52,1
557,3,4942,Los Angeles,Clear,52,1
558,4,4942,Los Angeles,Clear,55,1
559,5,4942,Los Angeles,Sunny,51,1
560,6,4942,Los Angeles,Clear,52,1
561,7,4942,Los Angeles,Sunny,48,1
562,14,4942,Los Angeles,Mostly Sunny,64,1
563,8,4942,Los Angeles,Sunny,51,1
564,9,4942,Los Angeles,Coastal Flood StatementClear,51,1
565,15,4942,Los Angeles,Mostly Clear,72,1
566,10,4942,Los Angeles,clear sky,63,1
567,11,4942,Los Angeles,Sunny,51,1
568,12,4942,Los Angeles,Sunny,49,1
569,13,4942,Los Angeles,Fair,52,1
570,1,4944,Los Angeles,Fair,,1
571,2,4944,Los Angeles,Clear,46,1
572,3,4944,Los Angeles,Haze,47,1
573,4,4944,Los Angeles,Haze,50,1
574,5,4944,Los Angeles,Mostly Sunny,46,1
575,6,4944,Los Angeles,Clear,46,1
576,7,4944,Los Angeles,Sunny,43,1
577,14,4944,Los Angeles,Mostly Sunny,52,1
578,8,4944,Los Angeles,Sunny,46,1
579,9,4944,Los Angeles,Coastal Flood StatementHaze,48,1
580,15,4944,Los Angeles,Clear,57,1
581,10,4944,Los Angeles,clear sky,45,1
582,11,4944,Los Angeles,Mostly Sunny,46,1
583,12,4944,Los Angeles,Sunny,44,1
584,13,4944,Los Angeles,Haze,47,1
585,6,4993,Los Angeles,Clear,67,1
586,7,4993,Los Angeles,Sunny,69,1
587,14,4993,Los Angeles,Mostly Clear,71,1
588,8,4993,Los Angeles,Sunny,71,1
589,9,4993,Los Angeles,Clear,66,1
590,15,4993,Los Angeles,Clear,77,1
