2,2,57,43,165
0,1,37,25,138
1,1,39,25,139
2,4,30,21,166
0,1,45,32,114
1,1,37,32,140
2,1,45,36,167
0,2,52,34,115
1,2,43,36,141
2,2,46,43,168
1,1,37,30,142
2,1,43,36,169
0,2,43,28,116
1,1,39,30,143
2,1,46,37,170
3,1,70,39,117
4,1,72,43,0
3,1,18,7,2
4,1,21,5,3
5,1,21,10,4
3,1,82,57,5
4,2,79,57,6
5,2,82,55,7
3,2,64,50,8
5,2,59,37,10
4,1,63,41,144
5,1,64,41,99
3,1,70,52,11
4,1,72,55,12
5,2,75,55,13
3,1,66,50,118
4,1,70,52,101
5,2,75,50,102
3,1,50,30,119
4,1,52,28,104
5,1,54,37,105
3,1,54,37,120
4,2,55,34,145
5,1,55,36,106
3,1,55,41,14
4,2,57,37,15
5,1,61,41,108
3,1,72,50,16
4,2,70,50,17
5,1,70,48,18
4,2,79,55,146
5,1,77,57,111
3,1,72,54,20
4,2,70,52,21
5,1,72,50,22
3,1,64,37,121
4,2,66,39,147
5,1,63,37,23
3,1,77,68,171
5,1,79,68,172
3,4,48,16,24
4,1,41,18,25
5,1,41,18,26
3,2,59,43,122
5,1,48,30,28
3,2,64,45,29
5,2,55,27,31
3,1,63,36,123
5,1,54,23,33
3,2,59,46,34
5,1,46,25,36
6,2,65,41,117
7,2,64,44,0
8,1,58,34,1
6,2,15,8,2
7,1,17,7,3
8,2,15,8,4
6,2,77,60,5
7,2,77,58,6
8,2,78,57,7
6,2,67,49,8
7,1,66,52,9
8,2,59,38,10
6,1,63,45,124
7,1,63,48,144
8,1,66,50,99
6,1,64,54,11
7,1,64,58,12
8,2,65,59,13
6,1,70,56,118
7,1,71,58,101
8,2,70,60,102
6,1,48,37,119
7,2,50,37,104
8,2,51,39,105
6,2,53,40,120
7,2,53,40,145
8,1,53,40,106
6,2,54,40,14
7,2,56,41,15
8,2,56,36,108
6,2,71,53,16
7,2,69,55,17
8,2,70,50,18
6,1,76,62,19
7,2,73,60,146
8,2,72,59,111
6,2,72,56,20
7,2,70,51,21
8,2,69,53,22
6,2,65,44,121
7,2,65,47,147
8,2,62,36,23
7,1,79,70,148
6,2,49,22,24
7,2,35,20,25
8,2,36,23,26
6,2,58,44,122
7,1,60,45,27
8,1,39,32,28
6,2,61,46,29
7,1,60,43,30
8,2,41,30,31
6,1,60,45,123
7,2,58,48,32
8,2,44,30,33
6,2,61,45,34
7,1,58,38,35
8,1,39,29,36
0,2,45,28,125
1,2,50,37,149
0,2,81,55,127
1,2,75,54,151
2,1,72,52,173
0,2,48,36,128
1,2,54,45,152
0,2,75,57,131
1,2,70,55,154
2,1,70,54,174
0,2,64,48,160
1,2,64,50,161
0,2,72,59,162
1,2,73,63,163
2,1,73,68,175
0,2,72,52,135
1,2,72,54,164
2,2,73,59,176
0,2,52,36,137
1,2,55,39,165
2,1,57,45,177
0,4,37,23,139
1,4,34,14,166
2,4,27,14,178
0,2,34,30,140
1,1,41,32,167
0,2,37,28,141
1,1,45,36,168
0,2,36,28,142
1,1,43,34,169
2,1,43,34,179
0,2,36,30,143
1,1,45,32,170
3,1,73,46,0
5,1,52,28,96
3,1,18,10,3
4,1,19,7,4
5,1,19,7,97
3,2,81,57,6
4,2,82,57,7
5,2,81,52,98
3,1,70,55,9
5,2,48,36,180
3,1,63,41,144
4,1,64,43,99
5,2,66,45,129
3,1,73,54,12
4,2,79,55,13
5,2,75,52,100
3,1,72,55,101
4,2,75,48,102
5,2,75,52,103
3,1,50,28,104
4,1,52,36,105
5,1,48,21,133
3,2,55,39,145
4,1,59,39,106
5,1,45,27,107
3,2,55,39,15
5,1,46,32,109
3,2,68,46,17
4,1,72,45,18
5,1,55,37,110
3,2,77,59,146
4,2,79,57,111
5,2,77,59,112
3,2,70,50,21
4,2,73,52,22
5,2,72,46,113
3,1,66,39,147
4,1,66,34,23
5,1,48,27,136
5,1,79,68,181
3,1,37,16,25
4,1,48,21,26
5,4,43,19,138
4,1,45,28,28
5,1,39,30,114
4,1,50,25,31
5,2,37,27,115
5,2,37,19,182
4,1,36,21,36
5,1,34,28,116
6,2,68,48,0
7,1,60,33,1
8,2,44,29,96
6,2,18,6,3
7,2,18,11,4
8,2,18,13,97
6,2,76,54,6
7,2,77,58,7
8,2,77,58,98
6,1,69,55,9
7,2,60,36,10
8,2,51,35,180
6,1,64,41,144
7,1,65,53,99
8,2,66,53,129
6,1,68,56,12
7,1,70,59,13
8,2,69,59,100
6,1,73,58,101
7,1,73,60,102
8,2,74,59,103
6,2,50,39,104
7,2,52,40,105
8,1,46,29,133
6,2,53,41,145
7,2,54,44,106
8,1,45,32,107
6,2,55,40,15
7,2,55,40,108
8,1,44,30,109
6,2,71,54,17
7,2,72,54,18
8,2,58,42,110
6,2,74,60,146
7,2,74,61,111
8,2,73,64,112
6,2,70,53,21
7,2,70,51,22
8,2,69,49,113
6,2,65,46,147
7,1,65,36,23
8,2,47,34,136
6,2,79,69,148
7,1,80,71,172
8,1,83,71,181
6,2,37,19,25
7,1,38,22,26
8,2,38,25,138
6,2,65,43,27
7,1,42,30,28
8,2,36,31,114
6,2,61,43,30
7,2,41,28,31
8,2,37,31,115
6,2,61,48,32
7,2,47,28,33
8,2,36,28,182
6,1,61,39,35
7,1,36,27,36
8,1,36,30,116
0,2,50,25,149
2,5,61,41,183
0,2,21,12,150
1,1,21,16,184
2,1,25,16,185
0,2,79,54,151
1,2,75,52,173
2,2,73,52,186
0,2,55,36,152
0,2,66,45,153
1,2,63,43,187
2,2,64,45,188
0,2,70,55,154
1,1,70,55,174
2,1,70,54,189
0,2,66,54,155
1,1,68,54,190
2,1,68,54,191
0,1,43,28,156
1,2,43,30,192
2,1,46,34,193
0,2,41,28,158
1,2,48,34,194
0,2,43,30,159
1,2,50,34,195
0,2,61,41,161
1,1,66,48,196
2,5,70,55,197
0,2,75,57,163
1,1,79,63,175
2,1,81,66,198
0,2,70,52,164
1,2,72,54,176
2,1,75,59,199
0,2,52,30,165
1,1,59,34,177
0,4,32,18,166
1,4,27,12,178
2,4,27,14,200
0,1,43,28,167
2,1,39,28,201
0,2,45,28,168
2,1,39,28,202
0,1,43,27,169
2,1,43,30,203
0,1,39,27,170
2,4,34,23,204
4,2,52,28,96
5,2,61,32,125
3,1,19,12,4
4,1,18,9,97
5,1,21,16,126
3,2,86,57,7
4,2,88,57,98
5,2,79,55,127
4,2,50,39,180
5,2,63,48,128
3,1,66,41,99
4,1,66,45,129
5,1,66,41,130
3,2,81,57,13
4,2,84,55,100
5,2,70,54,131
3,2,82,57,102
4,2,75,54,103
5,2,68,52,132
3,1,55,37,105
4,4,41,25,133
5,2,43,21,205
3,1,57,37,106
4,1,43,27,107
5,2,41,28,157
4,1,41,30,109
5,1,45,37,134
3,1,72,45,18
4,2,59,34,110
5,2,57,50,160
3,2,77,54,111
4,2,75,55,112
5,1,75,61,162
3,2,64,54,22
4,2,72,43,113
5,2,70,48,135
4,2,50,30,136
5,2,55,30,137
5,1,77,70,206
3,1,46,19,26
4,4,48,21,138
5,1,36,7,139
3,1,37,25,28
4,1,34,28,114
5,1,50,34,140
3,2,45,25,31
4,2,41,30,115
5,1,55,34,141
3,1,45,25,33
4,2,37,21,182
5,1,50,30,142
3,1,36,21,36
4,1,36,27,116
5,1,48,30,143
6,1,56,34,1
7,2,43,29,96
8,2,44,33,125
6,2,16,7,4
7,2,16,13,97
8,2,16,17,126
6,2,79,55,7
7,2,82,61,98
8,2,80,58,127
6,2,60,37,10
7,2,51,35,180
8,2,51,43,128
6,1,65,41,99
7,1,65,52,129
8,2,64,43,130
6,1,74,59,13
7,1,75,55,100
8,2,74,53,131
6,1,80,61,102
7,1,83,54,103
8,2,76,54,132
6,1,54,42,105
7,1,47,30,133
8,1,39,31,205
6,2,57,40,106
7,1,46,32,107
8,2,41,34,157
6,1,58,42,108
7,1,46,29,109
8,2,45,34,134
6,2,74,50,18
7,2,58,40,110
8,2,58,49,160
6,1,74,60,111
7,2,75,62,112
8,2,72,67,162
6,2,72,55,22
7,2,69,49,113
8,2,68,54,135
6,2,64,39,23
7,2,47,35,136
8,2,48,38,137
6,1,80,70,172
8,1,80,73,206
6,2,45,27,26
7,2,44,26,138
8,4,37,19,139
6,2,40,29,28
7,2,35,29,114
8,1,37,31,140
6,2,40,25,31
7,2,36,30,115
8,2,37,33,141
6,2,44,27,33
7,2,35,27,182
8,2,36,31,142
6,2,35,25,36
7,2,35,28,116
8,2,36,27,143
2,2,50,32,207
0,2,75,54,173
1,2,75,52,186
2,2,77,54,208
2,2,52,36,209
0,2,64,43,187
1,2,64,45,188
0,1,68,55,174
1,1,66,55,189
2,1,66,57,210
0,1,66,55,190
1,1,66,55,191
2,1,64,57,211
0,1,45,30,192
1,1,46,34,193
2,1,45,28,212
0,2,52,36,194
0,2,52,37,195
0,1,68,52,196
1,5,70,54,197
2,2,61,46,213
0,1,75,63,175
0,2,73,52,176
0,2,59,34,177
0,1,28,14,178
1,4,32,16,200
2,1,36,19,214
0,1,41,34,215
1,4,36,30,201
2,1,37,30,216
1,1,37,27,202
2,1,37,27,217
1,1,43,28,203
2,4,37,28,218
0,4,37,28,219
1,4,34,25,204
2,1,34,25,220
3,2,54,27,96
4,2,63,36,125
5,1,70,46,149
3,2,18,10,97
4,2,21,9,126
5,2,23,10,150
3,2,86,55,98
4,2,84,55,127
5,1,81,55,151
3,2,52,36,180
4,2,63,48,128
3,1,66,45,129
4,1,63,43,130
5,2,63,43,153
3,2,82,57,100
4,2,75,54,131
5,1,68,52,154
3,2,84,54,103
4,2,70,54,132
5,1,68,50,155
3,1,46,23,133
4,1,39,23,205
5,1,43,28,156
3,1,43,30,107
4,2,43,32,157
5,1,50,36,158
3,1,46,34,109
4,1,45,37,134
5,1,54,39,159
3,2,57,34,110
4,2,57,45,160
5,1,70,54,161
3,2,75,54,112
4,2,72,59,162
3,2,64,46,113
4,2,68,50,135
5,2,75,57,164
3,2,50,28,136
4,2,57,34,137
5,1,63,45,165
3,1,46,21,138
4,4,41,16,139
5,1,32,12,166
3,1,34,30,114
4,1,43,34,140
5,1,45,32,167
3,1,41,30,115
4,1,55,32,141
3,2,36,25,182
4,1,46,28,142
3,1,36,28,116
4,1,48,32,143
5,1,41,23,170
6,2,44,27,96
7,2,46,35,125
8,1,44,49,149
6,2,17,10,97
7,2,19,11,126
8,2,17,10,150
6,2,78,56,98
7,2,80,58,127
8,2,79,56,151
6,2,50,36,180
7,2,51,46,128
6,1,65,44,129
7,1,67,49,130
8,2,68,48,153
6,1,71,56,100
7,1,72,56,131
8,2,72,50,154
6,1,78,60,103
7,1,78,56,132
8,2,76,49,155
6,1,45,30,133
7,2,42,29,205
8,2,44,30,156
6,1,45,31,107
7,1,43,35,157
8,2,43,41,158
6,1,44,34,109
7,1,45,34,134
8,2,46,39,159
6,2,61,39,110
7,2,60,51,160
8,2,61,64,161
6,2,75,60,112
7,2,74,67,162
8,2,74,69,163
6,2,69,49,113
7,2,70,53,135
8,2,73,60,164
6,2,49,30,136
7,2,49,40,137
8,2,49,47,165
6,1,80,71,181
7,1,80,71,206
6,2,47,25,138
7,1,38,20,139
8,2,30,14,166
6,2,35,30,114
7,1,36,34,140
8,1,38,34,167
6,2,36,31,115
7,2,37,35,141
8,1,37,33,168
6,2,34,28,182
7,2,34,32,142
6,2,35,30,116
7,2,36,31,143
8,2,38,27,170
1,2,52,34,207
2,2,55,34,221
0,2,21,16,185
1,1,18,3,222
2,1,18,5,223
0,2,75,54,186
1,2,75,54,208
2,2,75,52,224
0,1,54,36,225
1,2,52,36,209
2,1,55,39,226
0,1,64,48,188
0,1,68,57,189
1,1,66,57,210
0,1,64,55,191
1,1,63,55,211
0,1,39,30,193
1,4,34,27,212
2,1,32,27,227
2,2,43,30,228
2,2,45,32,229
0,5,70,52,197
1,2,64,46,213
2,1,63,45,230
1,1,75,64,231
2,1,73,63,232
0,1,79,59,199
1,2,75,59,233
2,2,73,57,234
2,2,81,68,235
0,1,34,21,200
1,1,39,21,214
2,1,39,23,236
0,1,37,28,201
1,2,39,30,216
2,1,41,30,237
0,1,36,27,202
1,2,39,27,217
2,2,45,28,238
0,1,39,27,203
1,2,37,27,218
2,1,39,28,239
0,1,34,23,204
1,2,37,23,220
2,1,39,27,240
3,2,64,36,125
3,2,19,10,126
4,2,21,10,150
5,2,21,5,184
3,2,81,55,127
4,1,79,55,151
5,1,81,54,173
3,2,63,45,128
5,2,55,36,241
3,2,64,45,130
4,1,64,46,153
5,1,64,48,187
3,1,77,52,131
4,1,68,52,154
5,1,70,52,174
3,1,70,54,132
4,1,68,46,155
5,1,70,50,190
3,1,39,23,205
4,1,46,27,156
5,4,43,21,192
3,1,43,27,157
3,1,45,36,134
3,2,61,45,160
3,2,75,59,162
4,1,75,66,163
5,1,81,64,175
3,2,66,50,135
4,2,75,57,164
3,2,57,32,137
5,2,75,68,242
3,4,41,12,139
4,1,43,16,166
5,1,39,18,178
3,1,45,34,140
4,4,39,25,167
5,1,43,28,215
3,1,54,30,141
5,1,43,28,243
3,1,46,27,142
5,4,41,25,179
3,1,46,27,143
4,4,39,21,170
5,1,37,25,219
6,2,56,35,125
7,2,58,49,149
6,2,20,9,126
7,2,22,15,150
8,2,26,16,184
6,2,77,53,127
7,2,80,54,151
8,1,74,54,173
6,2,63,45,128
7,1,59,47,152
8,2,49,35,241
6,1,62,43,130
7,1,63,48,153
8,2,63,46,187
6,1,65,55,131
7,1,66,52,154
8,1,65,52,174
6,1,70,56,132
7,1,70,51,155
8,1,71,52,190
6,2,41,32,205
7,2,43,28,156
6,2,44,35,157
7,2,47,37,158
8,1,47,34,194
6,2,45,37,134
7,2,46,37,159
6,2,62,49,160
7,2,63,63,161
6,1,74,65,162
8,2,76,71,175
6,2,69,51,135
7,2,69,61,164
6,2,57,36,137
7,2,60,48,165
6,1,80,70,206
8,2,76,71,242
6,1,38,17,139
7,2,34,18,166
8,2,34,22,178
6,1,43,35,140
7,1,36,29,167
8,4,37,28,215
6,2,46,28,141
8,2,33,27,243
6,2,42,28,142
7,1,39,35,169
8,1,35,26,179
6,2,41,25,143
7,1,35,27,170
8,2,34,26,219
0,2,48,30,207
1,2,54,30,221
2,1,55,36,244
0,2,19,9,222
1,2,19,7,223
2,4,18,9,245
0,1,77,54,208
1,2,75,54,224
2,1,77,55,246
0,2,54,34,209
1,2,55,36,226
2,1,59,45,247
0,1,68,57,210
0,1,63,57,211
0,1,39,28,212
1,4,37,25,227
2,1,36,23,248
1,2,43,30,228
2,1,45,34,249
1,2,45,34,229
2,1,46,36,250
0,2,63,46,213
1,1,63,46,230
2,1,64,48,251
0,1,77,68,231
1,1,73,66,232
2,1,73,66,252
0,2,75,57,233
1,2,72,55,234
2,1,72,55,253
0,2,52,39,254
1,2,54,36,255
2,1,54,37,256
1,2,81,68,235
2,2,81,68,257
0,1,37,19,214
1,1,37,23,236
2,1,37,23,258
0,2,41,30,216
1,1,45,34,237
0,2,43,27,217
1,2,46,30,238
2,1,50,37,259
0,2,39,27,218
1,2,43,28,239
2,1,45,36,260
0,2,39,27,220
1,1,43,30,240
2,1,45,37,261
5,2,61,30,183
3,2,18,10,150
4,1,21,7,184
5,1,19,3,185
3,2,79,55,151
4,1,82,52,173
5,1,79,52,186
4,1,50,36,241
5,2,59,36,225
3,1,64,45,153
4,1,64,46,187
3,1,70,54,154
4,1,68,54,174
3,1,68,50,155
4,1,70,50,190
3,1,45,27,156
4,4,45,21,192
5,1,41,19,193
3,1,52,28,158
5,1,43,27,262
3,1,54,39,159
5,1,46,30,263
5,1,64,41,197
3,1,79,66,163
4,1,79,63,175
5,1,81,61,198
3,2,77,57,164
4,1,77,61,176
5,2,73,57,199
5,2,57,30,264
4,2,75,68,242
5,1,75,70,265
3,1,39,16,166
4,1,50,21,178
5,1,45,21,200
3,1,36,23,167
4,1,36,30,215
5,2,45,28,201
4,1,41,28,243
5,2,46,34,202
4,1,41,25,179
5,2,46,25,203
3,1,36,18,170
4,1,37,25,219
5,2,43,27,204
6,1,62,48,149
8,2,48,32,183
6,2,17,5,150
7,2,18,13,184
8,2,20,11,185
6,2,74,55,151
7,2,75,55,173
8,2,78,58,186
6,1,53,43,152
7,1,49,36,241
8,2,53,37,225
6,1,62,40,153
7,1,63,51,187
6,1,64,54,154
7,1,64,51,174
8,2,65,52,189
6,1,68,56,155
7,1,69,51,190
8,2,68,52,191
6,2,42,31,156
7,4,36,33,192
6,2,47,37,158
8,1,41,31,262
6,2,49,39,159
8,2,40,28,263
6,1,69,61,161
8,2,62,47,197
6,2,78,69,163
7,2,79,71,175
8,2,81,67,198
6,1,74,59,164
8,1,74,57,199
6,2,62,48,165
8,2,50,38,264
6,1,80,68,266
7,2,80,71,242
8,2,78,70,265
6,2,39,18,166
7,2,41,22,178
8,1,44,23,200
6,1,34,24,167
7,1,34,30,215
8,2,37,28,201
6,1,37,22,168
7,2,36,28,243
8,2,37,30,202
6,1,39,27,169
7,1,37,28,179
8,2,39,29,203
6,1,31,20,170
7,2,32,26,219
8,2,33,27,204
0,2,19,9,223
1,2,18,7,245
2,2,16,3,267
0,2,36,27,227
1,1,34,25,248
2,1,37,27,268
0,2,43,30,228
1,1,45,32,249
2,1,48,36,269
0,2,45,34,229
1,1,46,34,250
2,1,48,36,270
0,2,64,48,230
1,1,68,52,251
2,1,68,55,271
0,1,75,66,232
1,1,75,68,252
2,1,75,64,272
0,2,73,57,234
1,1,75,55,253
2,1,73,57,273
0,2,55,37,255
0,2,81,68,235
1,2,81,68,257
0,1,37,21,236
1,4,37,21,258
2,1,36,19,274
0,2,43,30,237
2,1,48,39,275
0,2,46,30,238
2,1,54,43,276
0,2,43,28,239
0,1,43,30,240
1,1,46,37,261
2,1,50,41,277
4,2,61,30,183
5,2,68,37,207
3,2,19,9,184
4,1,19,5,185
5,1,18,3,222
3,2,79,52,173
4,1,79,52,186
5,1,75,52,208
3,1,50,37,241
4,2,57,37,225
5,1,61,48,209
3,1,63,50,187
3,1,66,52,174
5,1,64,54,210
3,1,63,50,190
5,1,59,48,211
3,4,34,23,192
4,1,41,23,193
5,2,39,21,212
4,1,46,27,262
5,2,45,27,278
4,1,48,32,263
5,2,50,32,279
4,2,64,43,197
5,2,64,46,213
3,1,81,64,175
4,1,81,66,198
3,1,77,61,176
4,1,75,55,199
5,1,72,57,233
4,1,57,34,264
5,1,63,34,254
3,2,75,70,242
4,2,75,70,265
