source,flight,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate,attr9,attr10,attr11
0,53,0,375,411,0,714,735,,,53
0,54,0,378,,0,429,,,,54
0,55,0,380,,0,685,,,,55
0,56,0,384,,0,500,,,,56
0,57,0,385,,0,480,,,,57
0,58,0,387,,0,582,,,,58
0,66,0,390,,0,462,,,,66
0,59,0,390,,0,500,,,,59
0,67,0,390,,0,502,,,,67
0,60,0,390,393,0,550,501,,,60
0,64,0,390,412,0,599,577,,,64
0,65,0,390,,0,635,,,,65
0,61,0,390,,0,705,,,,61
0,68,0,394,,0,453,,,,68
0,70,0,395,,0,482,,,,70
0,69,0,395,,0,555,,,,69
0,71,0,396,406,0,527,503,,,71
0,72,0,400,420,0,495,474,,,72
0,73,0,400,414,0,565,549,,,73
0,74,0,400,,0,713,,,,74
0,75,0,405,418,0,465,460,,,75
0,79,0,405,,0,491,,,,79
0,76,0,405,421,0,550,530,,,76
0,77,0,405,,0,666,,,,77
0,78,0,405,,0,905,,,,78
0,80,0,410,422,0,585,567,,,80
0,81,0,410,,0,633,,,,81
0,83,0,415,427,0,475,458,,,83
0,84,0,415,,0,475,,,,84
0,87,0,415,,0,489,,,,87
0,88,0,415,,0,555,,,,88
0,86,0,415,,0,565,,,,86
0,85,0,415,,0,725,,,,85
0,89,0,419,443,0,634,596,,,89
0,90,0,420,434,0,495,499,,,90
0,98,0,420,,0,495,,,,98
0,91,0,420,431,0,500,488,,,91
0,103,0,420,,0,509,,,,103
0,99,0,420,,0,516,,,,99
0,102,0,420,,0,516,,,,102
0,104,0,420,,0,557,,,,104
0,105,0,420,421,0,570,519,,,105
0,106,0,420,,0,570,,,,106
0,92,0,420,,0,595,,,,92
0,93,0,420,,0,595,,,,93
0,100,0,420,,0,607,,,,100
0,94,0,420,437,0,625,620,,,94
0,101,0,420,,0,630,,,,101
0,107,0,420,,0,635,,,,107
0,95,0,420,,0,675,,,,95
0,108,0,420,,0,789,,,,108
0,96,0,420,,0,925,,,,96
0,97,0,420,,0,930,,,,97
0,109,0,425,432,0,495,471,,,109
0,114,0,425,,0,520,,,,114
0,110,0,425,,0,585,,,,110
0,111,0,425,436,0,615,605,,,111
0,112,0,425,,0,631,,,,112
0,113,0,425,,0,682,,,,113
0,115,0,426,,0,593,,,,115
0,116,0,427,,0,510,,,,116
0,117,0,427,,0,515,,,,117
0,118,0,429,,0,636,,,,118
0,123,0,430,,0,533,,,,123
0,119,0,430,451,0,575,563,,,119
0,120,0,430,,0,580,,,,120
0,121,0,430,460,0,645,649,,,121
0,122,0,430,,0,930,,,,122
0,125,0,433,,0,542,,,,125
0,124,0,433,495,0,908,941,,,124
0,126,0,435,442,0,635,634,,,126
0,128,0,435,,0,688,,,,128
0,127,0,435,443,0,695,664,,,127
0,132,0,440,465,0,515,500,,,132
0,134,0,440,,0,609,,,,134
0,133,0,440,,0,635,,,,133
0,138,0,445,,0,517,,,,138
0,137,0,445,,0,608,,,,137
0,136,0,445,460,0,670,652,,,136
0,139,0,450,,0,480,,,,139
0,145,0,450,,0,530,,,,145
0,142,0,450,,0,541,,,,142
0,144,0,450,,0,541,,,,144
0,146,0,450,,0,643,,,,146
0,141,0,450,,0,673,,,,141
0,140,0,450,459,0,685,668,,,140
0,151,0,455,,0,550,,,,151
0,148,0,455,,0,583,,,,148
0,147,0,455,465,0,600,572,,,147
0,149,0,455,,0,612,,,,149
0,152,0,456,,0,549,,,,152
0,153,0,459,,0,675,,,,153
0,154,0,460,480,0,665,634,,,154
0,155,0,462,,0,485,,,,155
0,161,0,465,,0,523,,,,161
0,159,0,465,,0,533,,,,159
0,156,0,465,446,0,570,557,,,156
0,157,0,465,,0,585,,,,157
0,160,0,465,,0,644,,,,160
0,158,0,465,481,0,690,665,,,158
0,163,0,465,,0,768,,,,163
0,162,0,465,487,0,958,946,,,162
0,164,0,467,,0,676,,,,164
0,165,0,468,480,0,605,594,,,165
0,166,0,469,,0,480,,,,166
0,169,0,470,,0,573,,,,169
0,167,0,470,,0,699,,,,167
0,168,0,470,,0,785,,,,168
0,171,0,473,487,0,819,803,,,171
0,172,0,475,,0,595,,,,172
0,173,0,475,,0,665,,,,173
0,174,0,479,,0,624,,,,174
0,177,0,480,,0,571,,,,177
0,180,0,480,,0,571,,,,180
0,175,0,480,,0,580,,,,175
0,178,0,480,,0,626,,,,178
0,179,0,480,529,0,715,694,,,179
0,176,0,480,,0,840,,,,176
0,186,0,485,,0,659,,,,186
0,182,0,485,,0,685,,,,182
0,184,0,485,,0,695,,,,184
0,185,0,485,,0,695,,,,185
0,183,0,485,,0,990,,,,183
0,187,0,485,489,0,990,931,,,187
0,189,0,490,,0,619,,,,189
0,191,0,490,,0,649,,,,191
0,188,0,490,,0,660,,,,188
0,190,0,490,,0,662,,,,190
0,194,0,495,,0,558,,,,194
0,195,0,495,,0,606,,,,195
0,196,0,495,,0,629,,,,196
0,198,0,495,,0,638,,,,198
0,192,0,495,500,0,670,637,,,192
0,193,0,495,,0,775,,,,193
0,201,0,500,,0,615,,,,201
0,200,0,500,512,0,799,780,,,200
0,199,0,500,,0,805,,,,199
0,207,0,505,,0,614,,,,207
0,206,0,505,,0,614,,,,206
0,203,0,505,521,0,670,651,,,203
0,204,0,505,,0,855,,,,204
0,205,0,505,,0,865,,,,205
0,208,0,509,,0,564,,,,208
0,215,0,510,,0,611,,,,215
0,209,0,510,,0,620,,,,209
0,210,0,510,,0,675,,,,210
0,211,0,510,518,0,675,656,,,211
0,212,0,510,,0,685,,,,212
0,214,0,510,,0,709,,,,214
0,213,0,510,522,0,710,707,,,213
0,218,0,515,,0,622,,,,218
0,219,0,515,,0,622,,,,219
0,216,0,515,,0,640,,,,216
0,220,0,515,,0,690,,,,220
0,217,0,515,532,0,710,699,,,217
0,221,0,515,,0,1015,,,,221
0,222,0,515,,0,1035,,,,222
0,223,0,516,567,0,832,844,,,223
0,226,0,520,,0,623,,,,226
0,224,0,520,,0,654,,,,224
0,227,0,521,,0,594,,,,227
0,229,0,522,,0,618,,,,229
0,228,0,522,,0,683,,,,228
0,230,0,525,528,0,590,575,,,230
0,231,0,525,,0,618,,,,231
0,232,0,525,532,0,618,608,,,232
0,233,0,525,,0,680,,,,233
0,234,0,525,,0,735,,,,234
0,236,0,527,,0,1023,,,,236
0,237,0,528,,0,835,,,,237
0,241,0,530,,0,684,,,,241
0,242,0,530,537,0,684,653,,,242
0,239,0,530,541,0,690,666,,,239
0,240,0,530,550,0,710,681,,,240
0,243,0,530,,0,712,,,,243
0,244,0,530,,0,781,,,,244
0,246,0,531,,0,736,,,,246
0,247,0,535,543,0,640,619,,,247
0,248,0,535,,0,695,,,,248
0,250,0,535,,0,803,,,,250
0,251,0,535,580,0,803,818,,,251
0,254,0,539,,0,623,,,,254
0,258,0,540,,0,637,,,,258
0,259,0,540,550,0,637,626,,,259
0,261,0,540,,0,643,,,,261
0,262,0,540,,0,669,,,,262
0,263,0,540,,0,688,,,,263
0,257,0,540,,0,700,,,,257
0,260,0,540,,0,738,,,,260
0,255,0,540,546,0,745,727,,,255
0,256,0,540,,0,1005,,,,256
0,264,0,542,,0,905,,,,264
0,266,0,545,,0,670,,,,266
0,268,0,545,,0,710,,,,268
0,269,0,545,,0,713,,,,269
0,267,0,545,611,0,755,791,,,267
0,272,0,550,567,0,612,595,,,272
0,270,0,550,653,0,735,816,,,270
0,271,0,550,570,0,765,756,,,271
0,273,0,555,563,0,645,619,,,273
0,275,0,555,,0,738,,,,275
0,274,0,555,,0,1010,,,,274
0,277,0,560,,0,680,,,,277
0,279,0,562,580,0,668,648,,,279
0,280,0,565,,0,670,,,,280
0,281,0,565,,0,705,,,,281
0,284,0,567,,0,640,,,,284
0,285,0,569,,0,625,,,,285
0,290,0,570,,0,657,,,,290
0,286,0,570,,0,665,,,,286
0,291,0,570,,0,676,,,,291
0,292,0,570,,0,716,,,,292
0,293,0,570,,0,716,,,,293
0,287,0,570,,0,750,,,,287
0,288,0,570,,0,884,,,,288
0,294,0,575,,0,645,,,,294
0,295,0,580,,0,940,,,,295
0,296,0,585,,0,796,,,,296
0,298,0,585,,0,828,,,,298
0,297,0,585,,0,889,,,,297
0,299,0,588,,0,720,,,,299
0,300,0,590,,0,675,,,,300
0,302,0,590,,0,965,,,,302
0,304,0,592,,0,960,,,,304
0,305,0,595,,0,685,,,,305
0,306,0,595,,0,685,,,,306
0,307,0,595,603,0,780,750,,,307
0,308,0,595,,0,798,,,,308
0,309,0,595,,0,962,,,,309
0,310,0,595,,0,1013,,,,310
0,312,0,600,,0,701,,,,312
0,314,0,600,,0,793,,,,314
0,313,0,600,615,0,793,773,,,313
0,318,0,605,,0,693,,,,318
0,316,0,605,614,0,770,741,,,316
0,316,0,605,614,0,770,774,,,316
0,317,0,605,,0,905,,,,317
0,320,0,607,,0,700,,,,320
0,319,0,607,,0,936,,,,319
0,321,0,608,,0,898,,,,321
0,324,0,610,,0,727,,,,324
0,323,0,610,617,0,805,798,,,323
0,327,0,610,623,0,835,814,,,327
0,326,0,610,,0,957,,,,326
0,328,0,611,,0,733,,,,328
0,329,0,615,619,0,730,710,,,329
0,330,0,615,,0,859,,,,330
0,331,0,620,,0,715,,,,331
0,332,0,620,,0,785,,,,332
0,335,0,620,,0,872,,,,335
0,334,0,620,,0,990,,,,334
0,337,0,624,,0,654,,,,337
0,340,0,625,644,0,770,742,,,340
0,338,0,625,,0,826,,,,338
0,339,0,625,,0,1124,,,,339
0,341,0,627,,0,731,,,,341
0,342,0,628,,0,647,,,,342
0,343,0,630,,0,760,,,,343
0,347,0,630,,0,783,,,,347
0,344,0,630,,0,805,,,,344
0,345,0,630,642,0,825,814,,,345
0,348,0,632,,0,972,,,,348
0,350,0,635,,0,807,,,,350
0,349,0,635,,0,825,,,,349
0,351,0,635,,0,830,,,,351
0,352,0,637,,0,850,,,,352
0,353,0,637,,0,850,,,,353
0,355,0,639,,0,679,,,,355
0,357,0,640,,0,775,,,,357
0,362,0,640,,0,775,,,,362
0,358,0,640,655,0,810,808,,,358
0,359,0,640,666,0,885,876,,,359
0,360,0,640,662,0,899,892,,,360
0,363,0,640,,0,907,,,,363
0,361,0,640,,0,1123,,,,361
0,368,0,645,,0,754,,,,368
0,365,0,645,668,0,785,809,,,365
0,366,0,645,,0,815,,,,366
0,367,0,645,,0,860,,,,367
0,372,0,645,,0,904,,,,372
0,369,0,645,,0,917,,,,369
0,370,0,645,,0,925,,,,370
0,373,0,648,,0,730,,,,373
0,374,0,650,,0,690,,,,374
0,375,0,650,,0,745,,,,375
0,376,0,651,,0,739,,,,376
0,377,0,655,,0,750,,,,377
0,379,0,660,671,0,795,771,,,379
0,380,0,660,,0,1135,,,,380
0,382,0,663,,0,831,,,,382
0,383,0,665,,0,1017,,,,383
0,384,0,670,,0,740,,,,384
0,392,0,675,,0,743,,,,392
0,388,0,675,,0,780,,,,388
0,391,0,675,,0,802,,,,391
0,389,0,675,,0,820,,,,389
0,393,0,675,,0,850,,,,393
0,397,0,680,,0,741,,,,397
0,396,0,680,,0,815,,,,396
0,398,0,680,,0,819,,,,398
0,407,0,685,,0,773,,,,407
0,400,0,685,,0,785,,,,400
0,402,0,685,,0,890,,,,402
0,404,0,685,,0,900,,,,404
0,401,0,685,,0,1045,,,,401
0,410,0,689,,0,782,,,,410
0,411,0,689,,0,785,,,,411
0,416,0,690,,0,764,,,,416
0,412,0,690,,0,765,,,,412
0,415,0,690,,0,814,,,,415
0,413,0,690,,0,845,,,,413
0,417,0,694,,0,855,,,,417
0,423,0,695,,0,851,,,,423
0,419,0,695,712,0,865,857,,,419
0,420,0,695,704,0,870,856,,,420
0,426,0,695,703,0,1068,1052,,,426
0,427,0,696,,0,705,,,,427
0,432,0,700,,0,875,,,,432
0,430,0,700,,0,882,,,,430
0,433,0,700,,0,882,,,,433
0,431,0,700,,0,1152,,,,431
0,436,0,705,,0,794,,,,436
0,434,0,705,,0,840,,,,434
0,435,0,705,,0,930,,,,435
0,440,0,710,,0,773,,,,440
0,438,0,710,,0,865,,,,438
0,441,0,710,,0,867,,,,441
0,439,0,710,,0,950,,,,439
0,442,0,711,,0,1025,,,,442
0,446,0,715,,0,830,,,,446
0,443,0,715,,0,835,,,,443
0,444,0,715,,0,885,,,,444
0,445,0,715,,0,1097,,,,445
0,448,0,719,,0,830,,,,448
0,456,0,720,,0,825,,,,456
0,449,0,720,,0,860,,,,449
0,454,0,720,,0,880,,,,454
0,457,0,720,,0,880,,,,457
0,455,0,720,,0,904,,,,455
0,451,0,720,732,0,915,909,,,451
0,452,0,720,,0,930,,,,452
0,458,0,720,,0,991,,,,458
0,459,0,725,737,0,785,783,,,459
0,460,0,725,,0,840,,,,460
0,461,0,725,,0,840,,,,461
0,462,0,725,,0,1078,,,,462
0,464,0,730,,0,855,,,,464
0,465,0,730,,0,910,,,,465
0,466,0,730,744,0,915,903,,,466
0,468,0,735,,0,885,,,,468
0,471,0,735,,0,905,,,,471
0,472,0,735,,0,915,,,,472
0,473,0,735,,0,915,,,,473
0,470,0,735,,0,1245,,,,470
0,475,0,740,,0,812,,,,475
0,474,0,740,,0,840,,,,474
0,479,0,745,,0,813,,,,479
0,480,0,745,,0,840,,,,480
0,481,0,745,,0,908,,,,481
0,478,0,745,,0,1250,,,,478
0,482,0,748,,0,864,,,,482
0,483,0,750,,0,780,,,,483
0,484,0,750,772,0,840,823,,,484
0,492,0,750,,0,860,,,,492
0,493,0,750,,0,860,,,,493
0,485,0,750,,0,865,,,,485
0,490,0,750,,0,896,,,,490
0,486,0,750,,0,910,,,,486
0,487,0,750,,0,940,,,,487
0,488,0,750,,0,945,,,,488
0,491,0,750,,0,1064,,,,491
0,495,0,750,,0,1064,,,,495
0,489,0,750,,0,1260,,,,489
0,498,0,755,,0,850,,,,498
0,499,0,755,,0,925,,,,499
0,501,0,755,,0,934,,,,501
0,505,0,760,,0,832,,,,505
0,502,0,760,,0,855,,,,502
0,503,0,760,,0,925,,,,503
0,506,0,760,,0,1000,,,,506
0,509,0,765,,0,865,,,,509
0,510,0,765,,0,895,,,,510
0,511,0,768,,0,845,,,,511
0,514,0,770,,0,895,,,,514
0,516,0,771,,0,832,,,,516
0,517,0,773,,0,1057,,,,517
0,518,0,775,795,0,930,929,,,518
0,521,0,778,793,0,952,950,,,521
0,523,0,780,844,0,875,913,,,523
0,528,0,780,,0,882,,,,528
0,524,0,780,,0,935,,,,524
0,525,0,780,,0,945,,,,525
0,526,0,780,,0,953,,,,526
0,527,0,780,,0,1140,,,,527
0,529,0,785,800,0,875,889,,,529
0,532,0,785,,0,1010,,,,532
0,534,0,785,,0,1010,,,,534
0,530,0,785,810,0,1290,1291,,,530
0,535,0,786,799,0,915,911,,,535
0,536,0,790,797,0,840,823,,,536
0,538,0,790,,0,882,,,,538
0,543,0,790,,0,882,,,,543
0,537,0,790,,0,1090,,,,537
0,544,0,792,,0,895,,,,544
0,545,0,792,,0,898,,,,545
0,552,0,795,,0,876,,,,552
0,549,0,795,,0,892,,,,549
0,547,0,795,,0,934,,,,547
0,548,0,795,,0,958,,,,548
0,553,0,795,,0,999,,,,553
0,554,0,800,,0,883,,,,554
0,555,0,800,,0,1155,,,,555
0,556,0,803,,0,987,,,,556
0,557,0,805,,0,870,,,,557
0,558,0,805,,0,910,,,,558
0,559,0,805,,0,920,,,,559
0,562,0,806,,0,990,,,,562
0,565,0,809,,0,995,,,,565
0,566,0,810,,0,950,,,,566
0,567,0,810,,0,1015,,,,567
0,568,0,810,,0,1280,,,,568
0,570,0,813,,0,991,,,,570
0,569,0,813,,0,998,,,,569
0,572,0,815,,0,986,,,,572
0,571,0,815,,0,1015,,,,571
0,573,0,817,,0,870,,,,573
0,576,0,820,,0,855,,,,576
0,577,0,820,,0,1175,,,,577
0,581,0,823,,0,931,,,,581
0,585,0,825,,0,507,,,,585
0,582,0,825,,0,1025,,,,582
0,584,0,825,,0,1030,,,,584
0,583,0,825,,0,1325,,,,583
0,587,0,827,855,0,865,879,,,587
0,588,0,830,,0,951,,,,588
0,589,0,832,,0,1304,,,,589
0,590,0,835,,0,900,,,,590
0,591,0,835,,0,940,,,,591
0,592,0,835,,0,950,,,,592
0,595,0,835,,0,960,,,,595
0,597,0,835,,0,960,,,,597
0,593,0,835,858,0,1030,1026,,,593
0,596,0,835,,0,1193,,,,596
0,598,0,837,,0,970,,,,598
0,599,0,840,,0,965,,,,599
0,602,0,840,,0,1005,,,,602
0,603,0,840,,0,1007,,,,603
0,601,0,840,,0,1085,,,,601
0,605,0,840,,0,1321,,,,605
0,604,0,840,,0,1330,,,,604
0,606,0,841,,0,890,,,,606
0,607,0,845,,0,1020,,,,607
0,608,0,848,,0,1003,,,,608
0,609,0,849,,0,959,,,,609
0,610,0,850,,0,1020,,,,610
0,611,0,850,,0,1120,,,,611
0,612,0,850,,0,1230,,,,612
0,613,0,850,,0,1315,,,,613
0,616,0,855,,0,1058,,,,616
0,615,0,855,,0,1165,,,,615
0,617,0,860,,0,940,,,,617
0,622,0,865,,0,955,,,,622
0,623,0,865,,0,955,,,,623
0,621,0,865,,0,965,,,,621
0,620,0,865,,0,1035,,,,620
0,624,0,865,,0,1084,,,,624
0,625,0,869,,0,1059,,,,625
0,632,0,870,,0,959,,,,632
0,633,0,870,,0,959,,,,633
0,628,0,870,,0,1027,,,,628
0,636,0,870,,0,1052,,,,636
0,630,0,870,,0,1052,,,,630
0,627,0,870,,0,1055,,,,627
0,637,0,870,,0,1092,,,,637
0,638,0,870,,0,1095,,,,638
0,631,0,870,,0,1143,,,,631
0,639,0,870,,0,1143,,,,639
0,640,0,874,,0,933,,,,640
0,642,0,874,943,0,995,1031,,,642
0,641,0,874,,0,1370,,,,641
0,646,0,875,,0,950,,,,646
0,643,0,875,,0,965,,,,643
0,647,0,880,,0,960,,,,647
0,652,0,880,,0,965,,,,652
0,651,0,880,,0,996,,,,651
0,655,0,880,,0,1044,,,,655
0,649,0,880,,0,1095,,,,649
0,654,0,880,,0,1188,,,,654
0,650,0,880,,0,1240,,,,650
0,656,0,881,,0,1014,,,,656
0,657,0,881,,0,1014,,,,657
0,658,0,884,,0,1220,,,,658
0,661,0,885,,0,1053,,,,661
0,660,0,885,,0,1165,,,,660
0,662,0,887,,0,1036,,,,662
0,663,0,890,,0,990,,,,663
0,664,0,890,,0,1000,,,,664
0,666,0,892,,0,975,,,,666
0,667,0,893,,0,1008,,,,667
0,668,0,893,,0,1008,,,,668
0,671,0,895,,0,979,,,,671
0,674,0,895,,0,1009,,,,674
0,675,0,895,,0,1013,,,,675
0,672,0,895,,0,1020,,,,672
0,670,0,895,,0,1028,,,,670
0,669,0,895,,0,1075,,,,669
0,681,0,900,,0,994,,,,681
0,678,0,900,,0,1000,,,,678
0,679,0,900,,0,1050,,,,679
0,680,0,900,,0,1405,,,,680
0,682,0,905,,0,970,,,,682
0,683,0,905,,0,1040,,,,683
0,684,0,905,,0,1065,,,,684
0,689,0,905,,0,1069,,,,689
0,686,0,905,,0,1082,,,,686
0,685,0,905,,0,1110,,,,685
0,687,0,905,,0,1151,,,,687
0,688,0,905,,0,1274,,,,688
0,692,0,910,910,0,1065,1036,,,692
0,696,0,914,,0,1014,,,,696
0,702,0,915,,0,991,,,,702
0,699,0,915,,0,1045,,,,699
0,705,0,915,,0,1051,,,,705
0,700,0,915,,0,1080,,,,700
0,701,0,915,,0,1090,,,,701
0,706,0,917,,0,1113,,,,706
0,709,0,920,,0,1035,,,,709
0,713,0,920,958,0,1070,1058,,,713
0,710,0,920,,0,1100,,,,710
0,711,0,920,,0,1105,,,,711
0,714,0,925,,0,1006,,,,714
0,716,0,927,,0,1025,,,,716
0,717,0,929,,0,1114,,,,717
0,719,0,929,,0,1114,,,,719
0,718,0,929,,0,1119,,,,718
0,722,0,930,,0,1029,,,,722
0,721,0,930,,0,1038,,,,721
0,725,0,935,,0,1010,,,,725
0,726,0,935,,0,1120,,,,726
0,730,0,935,,0,1135,,,,730
0,731,0,935,,0,1137,,,,731
0,727,0,935,957,0,1137,1135,,,727
0,732,0,940,,0,1155,,,,732
0,734,0,945,,0,1095,,,,734
0,735,0,945,,0,1145,,,,735
0,738,0,945,,0,1171,,,,738
0,737,0,945,955,0,1171,1147,,,737
0,736,0,945,,0,1405,,,,736
0,739,0,950,,0,1015,,,,739
0,741,0,950,,0,1103,,,,741
0,740,0,950,,0,1192,,,,740
0,742,0,950,,0,1226,,,,742
0,743,0,950,,0,1226,,,,743
0,744,0,950,,0,1234,,,,744
0,745,0,950,,0,1234,,,,745
0,746,0,950,,0,1297,,,,746
0,747,0,950,,0,1439,,,,747
0,748,0,951,,0,1081,,,,748
0,749,0,955,,0,1045,,,,749
0,750,0,955,,0,1130,,,,750
0,752,0,955,,0,1213,,,,752
0,753,0,955,,0,1213,,,,753
0,754,0,955,965,0,1224,1205,,,754
0,755,0,956,,0,1086,,,,755
0,756,0,958,,0,1035,,,,756
0,757,0,959,,0,1069,,,,757
0,762,0,960,971,0,15,1439,,,762
0,761,0,960,,0,1034,,,,761
0,758,0,960,,0,1115,,,,758
0,759,0,960,,0,1120,,,,759
0,763,0,960,,0,1126,,,,763
0,760,0,960,,0,1130,,,,760
0,764,0,960,,0,1145,,,,764
0,767,0,965,,0,1056,,,,767
0,766,0,965,,0,1195,,,,766
0,769,0,966,,0,1433,,,,769
0,771,0,970,,0,1117,,,,771
0,772,0,970,,0,1117,,,,772
0,770,0,970,,0,1144,,,,770
0,773,0,975,,0,1130,,,,773
0,773,0,975,990,0,1130,1126,,,773
0,774,0,975,,0,1155,,,,774
0,775,0,975,,0,1170,,,,775
0,776,0,975,,0,1195,,,,776
0,777,0,976,,0,1175,,,,777
0,778,0,979,,0,1189,,,,778
0,780,0,980,,0,641,,,,780
0,779,0,980,,0,1215,,,,779
0,782,0,982,1009,0,50,33,,,782
0,781,0,982,,0,1202,,,,781
0,785,0,985,990,0,29,1436,,,785
0,783,0,985,,0,1115,,,,783
0,789,0,985,,0,1169,,,,789
0,786,0,985,,0,1169,,,,786
0,790,0,985,,0,1185,,,,790
0,784,0,985,,0,1250,,,,784
0,791,0,986,,0,1076,,,,791
0,796,0,990,,0,1079,,,,796
0,794,0,990,,0,1130,,,,794
0,795,0,990,,0,1200,,,,795
0,798,0,990,,0,1205,,,,798
0,799,0,995,,0,1030,,,,799
0,800,0,995,,0,1145,,,,800
0,801,0,995,,0,1206,,,,801
0,803,0,999,,0,1062,,,,803
0,804,0,1000,,0,1100,,,,804
0,809,0,1000,,0,1100,,,,809
0,807,0,1000,,0,1117,,,,807
0,808,0,1000,,0,1117,,,,808
0,805,0,1000,,0,1130,,,,805
0,806,0,1000,1017,0,1150,1147,,,806
0,812,0,1005,,0,1080,,,,812
0,813,0,1005,,0,1102,,,,813
0,814,0,1005,,0,1135,,,,814
0,815,0,1005,1011,0,1135,1131,,,815
0,816,0,1005,,0,1177,,,,816
0,817,0,1006,,0,1090,,,,817
0,818,0,1008,,0,1117,,,,818
0,821,0,1010,,0,1093,,,,821
0,819,0,1010,,0,1210,,,,819
0,824,0,1010,,0,1210,,,,824
0,820,0,1010,,0,1214,,,,820
0,825,0,1013,,0,1075,,,,825
0,831,0,1015,,0,1100,,,,831
0,829,0,1015,,0,1110,,,,829
0,830,0,1015,,0,1129,,,,830
0,826,0,1015,,0,1200,,,,826
0,828,0,1015,,0,1230,,,,828
0,839,0,1020,,0,1055,,,,839
0,836,0,1020,,0,1100,,,,836
0,838,0,1020,,0,1100,,,,838
0,833,0,1020,,0,1145,,,,833
0,834,0,1020,,0,1195,,,,834
0,835,0,1020,,0,1235,,,,835
0,840,0,1025,,0,1055,,,,840
0,841,0,1025,,0,1225,,,,841
0,843,0,1030,,0,1135,,,,843
0,846,0,1030,,0,1204,,,,846
0,844,0,1030,,0,1225,,,,844
0,847,0,1030,,0,1290,,,,847
0,848,0,1035,,0,1133,,,,848
0,850,0,1038,,0,1235,,,,850
0,851,0,1040,,0,1170,,,,851
0,853,0,1040,,0,1185,,,,853
0,854,0,1040,,0,1215,,,,854
0,852,0,1040,,0,1230,,,,852
0,855,0,1042,,0,1398,,,,855
0,856,0,1045,,0,1190,,,,856
0,858,0,1045,,0,1213,,,,858
0,860,0,1045,,0,1213,,,,860
0,859,0,1045,,0,1248,,,,859
0,863,0,1049,,0,1228,,,,863
0,864,0,1050,,0,1235,,,,864
0,868,0,1054,,0,1220,,,,868
0,869,0,1055,,0,1260,,,,869
0,870,0,1055,,0,1410,,,,870
0,874,0,1060,,0,1195,,,,874
0,875,0,1060,,0,1270,,,,875
0,876,0,1060,,0,1299,,,,876
0,877,0,1065,,0,1160,,,,877
0,880,0,1065,,0,1196,,,,880
0,878,0,1065,,0,1210,,,,878
0,879,0,1065,,0,1270,,,,879
0,883,0,1066,,0,1282,,,,883
0,884,0,1068,,0,1137,,,,884
0,885,0,1070,,0,1240,,,,885
0,886,0,1070,,0,1430,,,,886
0,889,0,1075,,0,1223,,,,889
0,892,0,1078,,0,1206,,,,892
0,893,0,1078,,0,1206,,,,893
0,894,0,1080,,0,1115,,,,894
0,897,0,1080,,0,1173,,,,897
0,898,0,1080,,0,1173,,,,898
0,895,0,1080,,0,1175,,,,895
0,900,0,1080,,0,1218,,,,900
0,896,0,1080,,0,1270,,,,896
0,899,0,1080,,0,1288,,,,899
0,903,0,1085,,0,1165,,,,903
0,906,0,1085,,0,1187,,,,906
0,904,0,1085,,0,1245,,,,904
0,907,0,1086,,0,1243,,,,907
0,908,0,1090,,0,1188,,,,908
0,909,0,1090,,0,1188,,,,909
0,910,0,1090,,0,1309,,,,910
0,913,0,1095,,0,1255,,,,913
0,914,0,1095,,0,1282,,,,914
