sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
768,835,4935,8677,1531208,8018,2198,7105,7031,1675,,,
776,292,6456,4907,2988214,403,1911,165,2606,4587,,,
792,887,9851,6258,1072480,6240,3290,6584,2655,1551,,,
803,480,11995,8680,945188,8023,7842,7111,7401,3023,,,
806,390,12003,8682,369946,8024,7843,7114,7866,2101,,,
813,736,24,4647,2118363,3082,5469,7115,2715,4792,,,
825,804,7137,4304,2857079,5636,1579,5814,4984,2140,,,
829,468,2324,7432,4253353,8026,7844,1453,6367,4654,,,
835,291,2611,4337,13138245,3285,2382,31,2784,2166,,,
838,615,1401,6978,10242251,3535,344,1112,2793,282,,,
848,504,6393,8689,1118386,5477,5551,7124,4988,480,,,
849,135,6886,5118,8422328,3459,3166,6452,2827,630,,,
861,862,2580,2133,15485238,1753,7850,5628,2856,1125,,,
863,684,769,1627,5349541,441,1350,3789,2860,500,,,
877,480,846,7,10600071,538,5118,632,362,2246,,,
888,494,7821,3891,3219586,7885,3112,7129,2932,1575,,,
895,424,7310,8696,2706226,8041,7856,4501,2954,2810,,,
913,377,5878,2269,1669907,2749,3506,82,3002,2304,,,
922,616,2394,4868,5024518,433,1538,2115,1789,2322,,,
940,377,10923,7541,762686,4538,7862,5652,3087,2828,,,
949,435,161,4077,1250888,1510,1581,4160,3116,2368,,,
959,908,191,2902,2301635,2166,4084,173,3151,1170,,,
960,247,12039,8703,9577450,8051,7867,7142,8235,2836,,,
968,1256,3919,2117,8295127,3843,228,6442,3178,2410,,,
970,350,138,226,8818398,2228,3981,132,1645,2414,,,
976,496,12050,8708,415874,8055,7870,7149,3199,8354,,,
980,1100,7099,1220,5118371,6415,1980,6360,558,1345,,,
981,615,8102,861,1664622,5827,5477,6209,1253,2543,,,
984,148,5991,4051,2558107,3579,3112,4139,6408,4632,,,
988,182,8182,8709,658579,5680,6475,4061,1791,4142,,,
989,72,922,934,9162836,427,5670,3577,731,4926,,,
998,643,12063,6699,291130,8057,7874,7155,3257,2861,,,
