sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
632,471,11961,8652,18373,8004,7815,7079,7614,8851,,,
641,217,3525,306,11264,805,127,2088,7516,1318,,,
643,1300,2205,2900,18390,2901,6233,4237,1087,1726,,,
670,755,3764,2921,835958,4464,2727,2456,2282,647,,,
671,1040,2831,8660,8117,6953,148,7088,8049,2719,,,
696,562,2568,844,393677,757,635,5647,797,2731,,,
700,912,2904,4291,25749,1018,790,1417,2380,1892,,,
707,623,8870,6637,2902,5157,3130,596,2404,1881,,,
748,411,2295,2640,5301,708,1530,5642,2217,2750,,,
759,261,4690,8676,8862,2873,7835,2192,2558,2754,,,
760,270,3774,7527,21405,8017,1547,3238,2562,1999,,,
768,835,8359,8677,91534,8018,2198,7105,7031,1675,,,
776,292,7487,4907,59621,403,1911,165,2607,2148,,,
792,887,7086,6258,27335,6240,3290,6584,2655,1551,,,
803,480,11998,8680,2084,8023,7842,7111,7401,2773,,,
806,390,12006,8682,2046,8024,7843,7114,7866,2101,,,
813,736,9356,4647,54675,3082,5469,7115,2716,2778,,,
825,804,2121,4304,21305,5636,1579,5814,4984,117,,,
829,468,2325,7432,13741,8026,7844,1453,6367,4654,,,
835,291,5441,4337,218274,3285,2382,31,797,1859,,,
838,615,5288,6978,976017,3535,344,1112,2794,279,,,
848,504,3149,8689,1400,8030,5551,7124,4988,480,,,
849,135,6884,5118,26360,3459,3166,6452,2828,381,,,
861,862,2102,2133,95796,1753,7850,5628,2856,1125,,,
863,684,229,1627,101120,441,1350,3789,2860,500,,,
877,480,1866,7,23551,538,5118,632,2902,967,,,
888,494,5322,3891,22307,7885,3112,7129,2932,1575,,,
895,424,7759,8696,22947,8041,7856,4501,2954,2810,,,
913,377,1848,2269,1631,2749,3506,82,3002,2304,,,
922,616,1757,4868,8766,433,1538,2115,3034,2323,,,
940,377,8206,7541,22254,8048,7862,5652,3087,2828,,,
949,435,7237,4077,26600,1510,1581,4160,3116,2368,,,
959,908,4772,2902,117996,2166,4084,173,3151,1170,,,
960,247,12043,8703,27936,8051,7867,7142,8235,2836,,,
968,1343,11864,2015,40025,3843,228,6442,3116,2410,,,
970,350,138,226,87947,2228,3981,132,233,2023,,,
976,496,12053,8708,3380,8055,7870,7149,3199,8354,,,
980,1100,1986,1220,136112,6415,1980,6360,3207,2741,,,
981,615,698,861,19801,5827,5477,6209,3210,2440,,,
984,148,8146,4051,10135,3579,3112,4139,6408,2854,,,
988,182,9870,8709,9679,5680,6475,4061,3232,1136,,,
989,72,2240,934,13435,427,5670,3577,731,4926,,,
998,643,6832,6699,1350,8057,7874,7155,3257,2861,,,
