sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
803,480,11995,8681,1078587,8023,7842,7111,7401,2773,,,
806,390,12003,8683,382226,8024,7843,7114,7866,2101,,,
813,736,24,2324,2387738,3082,5469,7115,2716,2778,,,
825,804,7137,1529,3334062,5636,1579,5814,4984,117,,,
829,468,2324,5382,5080995,8026,7844,1453,6367,137,,,
835,291,2611,4337,13575704,3285,2382,31,797,1859,,,
838,615,1401,3305,11758328,3535,344,1112,2794,279,,,
848,504,6393,8689,1216089,5477,5551,7124,4988,480,,,
849,135,6886,3833,8403164,3459,3166,6452,2828,381,,,
861,862,2580,2851,16600006,1753,7850,5628,2856,1125,,,
863,684,769,623,6066840,441,1350,3789,2860,500,,,
877,480,846,5753,12030017,538,5118,632,2902,967,,,
888,494,7821,3891,3382648,7885,3112,7129,2932,1575,,,
895,424,7310,4881,2923028,8041,7856,4501,2954,2225,,,
913,377,5878,6221,1745932,2749,3506,82,3002,2304,,,
922,616,2394,7586,5029279,433,1538,2115,3034,2323,,,
940,377,10923,675,853076,8048,7862,5652,3087,2828,,,
949,435,161,367,1361487,2186,1581,4160,3116,2368,,,
959,908,191,6060,2425513,2166,4084,173,3151,1170,,,
960,247,12039,8704,10003786,8052,7867,7142,3154,8671,,,
968,1256,3919,873,8947225,3843,228,6442,3116,2410,,,
970,350,138,3051,8845146,2228,3981,132,233,2023,,,
976,496,12050,8708,450617,8055,7870,7149,3199,8354,,,
980,1100,7099,4235,5306405,6415,1980,6360,3208,2741,,,
981,615,8102,861,1683907,5827,5477,6209,3210,2440,,,
984,148,5991,8622,2897277,3579,3112,4139,6408,2854,,,
988,182,8182,6925,838753,5680,6475,4061,3232,1136,,,
989,72,922,2910,10328375,541,5670,3577,731,8360,,,
998,643,12063,6699,283282,8057,7874,7155,3257,2861,,,
