sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
813,736,24,4647,2364718,3082,5469,7115,2716,2778,,,
825,804,7137,4304,3317760,5636,1579,5814,4984,117,,,
829,468,2324,7432,5070330,8026,7844,1453,6367,137,,,
835,291,2611,4337,13462570,3285,2382,31,797,1859,,,
838,615,1401,6978,11019615,3535,344,1112,2794,279,,,
848,504,6393,8689,1214299,8030,5551,7124,4988,480,,,
849,135,6886,5118,8392788,3459,3166,6452,2828,381,,,
861,862,2580,2133,16553031,1753,7850,5628,2856,1125,,,
863,684,769,1627,6025939,441,1350,3789,2860,500,,,
877,480,846,7,12011084,538,5118,632,2902,967,,,
888,494,7821,3891,3366987,7885,3112,7129,2932,1575,,,
895,424,7310,8696,2908317,8041,7856,4501,2954,2225,,,
913,606,5878,2269,1745437,2749,3506,82,3002,2304,,,
922,616,2394,4868,5024518,433,1538,2115,3034,2323,,,
940,377,10923,7541,829977,8048,7862,5652,3087,104,,,
949,435,161,4077,1360874,1510,1581,4160,3116,2368,,,
959,908,191,2902,2418686,2166,4084,173,2267,1170,,,
960,247,12039,8703,10015713,8051,7867,7142,3154,8671,,,
968,1256,3919,2015,8916010,3843,228,6442,3178,2410,,,
970,350,138,226,8846915,2228,3981,132,233,2023,,,
976,496,12050,8708,447917,8055,7870,7149,3199,8354,,,
980,1100,7099,1220,5186005,6415,1980,6360,3207,2741,,,
981,615,8102,861,1664622,5827,5477,6209,3210,2440,,,
984,148,5991,4051,2888677,3579,3112,4139,6408,2854,,,
988,182,8182,8709,832329,5680,6475,4061,3232,1136,,,
989,72,922,934,10314402,541,5670,3577,731,8360,,,
998,643,12063,6699,283082,8057,7874,7155,3257,2861,,,
