entity_id,website,number,screen_type,supported_aspect_ratio,response_time,screen_size_diagonal
ENTITY#018,www.makingbuyingeasy.co.uk,45,LCD,5:04,5 ms,48.26 cm (19\
ENTITY#018,www.makingbuyingeasy.co.uk,374,LCD,5:04,5 ms,48.26 cm (19\
ENTITY#018,catalog.com,430,LCD,4:3 \u25cf\n5:4,,
ENTITY#018,catalog.com,538,Flat Panel LCD TFT (Active Matrix),5:04,,
ENTITY#018,www.ohc24.ch,811,Elo 1915L AccuTouch - LCD monitor - 19\,,5 ms,
ENTITY#018,www.best-deal-items.com,1946,,,,
ENTITY#018,www.ebay.com,11180,LCD,5:04,5 ms,19\
ENTITY#018,www.ebay.com,19377,LCD,,5 ms,19\
ENTITY#018,www.ebay.com,20987,LCD,5:04,5 ms,19\
ENTITY#018,www.ebay.com,21512,,5:04,,
ENTITY#019,www.ohc24.ch,18,Elo TouchSystems 1919L - LCD monitor - 18.5\,Widescreen - 16:9,5 ms,
ENTITY#019,www.ohc24.ch,89,Elo Desktop Touchmonitors 1919L iTouch Plus - LCD monitor - 18.5\,Widescreen - 16:9,5 ms,
ENTITY#019,www.ohc24.ch,160,Elo Desktop Touchmonitors 1919L Projected Capacitive - LCD monitor - 18.5\,Widescreen - 16:9,5 ms,
ENTITY#019,www.makingbuyingeasy.co.uk,260,LCD,16:09,5 ms,46.99 cm (18.5\
ENTITY#019,catalog.com,373,LCD,16:09,,
ENTITY#019,www.ohc24.ch,443,Elo 1919L - LCD monitor - 19\,Widescreen - 16:9,5 ms,
ENTITY#019,catalog.com,462,Widescreen LCD,16:09,,
ENTITY#019,www.makingbuyingeasy.co.uk,479,LCD,16:09,5 ms,46.99 cm (18.5\
ENTITY#019,www.makingbuyingeasy.co.uk,636,LCD,16:09,5 ms,46.99 cm (18.5\
ENTITY#019,www.pcconnection.com,1754,,,,19 in
ENTITY#019,www.ebay.com,14749,,16:09,,
ENTITY#019,www.ebay.com,18113,LCD,16:09,5 ms,19\
ENTITY#019,www.ebay.com,19991,,16:09,5 ms,19\
ENTITY#020,www.makingbuyingeasy.co.uk,34,LCD,5:04,20 ms,48.26 cm (19\
ENTITY#020,www.makingbuyingeasy.co.uk,175,LCD,5:04,20 ms,48.26 cm (19\
ENTITY#020,catalog.com,318,TFT,5:04,,
ENTITY#020,www.makingbuyingeasy.co.uk,366,LCD,5:04,20 ms,48.26 cm (19\
ENTITY#020,www.ohc24.ch,412,Elo Desktop Touchmonitors 1928L IntelliTouch - LCD monitor - 19\,5:04,20 ms,
ENTITY#020,www.makingbuyingeasy.co.uk,505,LCD,5:04,20 ms,48.26 cm (19\
ENTITY#020,www.ebay.com,14937,,5:04,,
ENTITY#020,www.ebay.com,18841,,5:04,20 ms,19\
ENTITY#020,www.ebay.com,19291,LCD,5:04,20 ms,19\
ENTITY#020,www.ebay.com,20124,,5:04,,
ENTITY#021,www.makingbuyingeasy.co.uk,51,LCD,5:04,7.2 ms,43.18 cm (17\
ENTITY#021,www.best-deal-items.com,263,,,,
ENTITY#021,catalog.com,396,LCD,5:04,,
ENTITY#021,catalog.com,411,Touch Screen,5:04,,
ENTITY#021,www.makingbuyingeasy.co.uk,461,LCD,5:04,7.2 ms,43.18 cm (17\
ENTITY#021,www.makingbuyingeasy.co.uk,517,LCD,,7.2 ms,43.18 cm (17\
ENTITY#021,www.makingbuyingeasy.co.uk,629,LCD,5:04,7.2 ms,43.18 cm (17\
ENTITY#021,www.best-deal-items.com,693,,5:04,,
ENTITY#021,www.best-deal-items.com,1068,,5:04,,
ENTITY#021,www.best-deal-items.com,1504,,,,
ENTITY#021,www.best-deal-items.com,2683,,,,
ENTITY#021,www.pcconnection.com,3682,,,,17 in
ENTITY#021,www.ebay.com,9462,,,,
ENTITY#021,www.ebay.com,16381,Touch Screen,5:04,7 ms,17\
ENTITY#021,www.ebay.com,18140,,5:04,7.20 ms,17\
ENTITY#021,www.ebay.com,21492,Touch Screen,5:04,5 ms,17\
ENTITY#021,www.ebay.com,23044,,5:04,7.20 ms,17\
ENTITY#022,www.makingbuyingeasy.co.uk,134,LCD,5:04,5 ms,48.3 cm
ENTITY#022,www.itenergy.co.uk,229,LCD Monitor,5:04,5 ms,48.3 cm (19\
ENTITY#022,www.xpcpro.com,246,LCD,5:04,5 ms,19 \
ENTITY#022,www.planet-computer.it,249,LCD,5:04,5 ms,"48,3 cm"
ENTITY#022,www.cleverboxes.com,295,TFT LCD 16.7 Million Colour,5:04,5ms,19in (Diagonal)
ENTITY#022,www.jrlinton.co.uk,410,"Brilliance LCD Monitor, LED Backlight with SmartImage",5:04,5 ms,48.3 cm (19\
ENTITY#022,www.ohc24.ch,780,Philips Brilliance B-line 19B4LCB5 - LED monitor - 19\,5:04,5 ms,
ENTITY#022,www.kingsfieldcomputers.co.uk,842,LCD Monitor,5:04,5 ms,48.3 cm (19\
ENTITY#022,www.imldirect.it,864,LCD Monitor,5:04,5 ms,48.3 cm (19\
ENTITY#022,www.ebay.com,11038,,5:04,5 ms,19\
ENTITY#023,www.mediashopuk.com,80,LCD,5:04,6 ms,48.2 cm
ENTITY#023,www.mrhightech.com,110,LCD,5:04,6 ms,48.2 cm
ENTITY#023,www.getprice.com.au,310,LED,,6 ms,
ENTITY#023,ca.pcpartpicker.com,563,,5:04,6 ms,19\
ENTITY#023,www.softwarecity.ca,5771,LCD Monitor,5:04,6 ms,19\
ENTITY#025,www.planet-computer.it,16,LCD,16:10,5 ms,55.9 cm
ENTITY#025,www.mediashopuk.com,90,LCD,16:10,5 ms,55.9 cm
ENTITY#025,www.cleverboxes.com,91,TFT LCD 16.7 Million Colour,16:10,5ms,22in
ENTITY#025,www.mrhightech.com,164,LCD,16:10,5 ms,55.9 cm
ENTITY#025,www.xpcpro.com,274,LCD,16:10,5 ms,55.9 cm 22 \
ENTITY#025,www.imldirect.it,286,LCD Monitor,16:10,5 ms,55.9 cm (22\
ENTITY#025,www.makingbuyingeasy.co.uk,311,LCD,16:10,5 ms,55.9 cm
ENTITY#025,www.ohc24.ch,574,Philips Brilliance B-line 220B4LPCS - LED monitor - 22\,Widescreen - 16:10,5 ms,
ENTITY#025,www.itenergy.co.uk,684,LCD Monitor,16:10,5 ms,55.9 cm (22\
ENTITY#025,www.kingsfieldcomputers.co.uk,788,LCD Monitor,16:10,5 ms,55.9 cm (22\
ENTITY#025,www.jrlinton.co.uk,1540,"Brilliance LCD monitor, LED Backlight With PowerSensor",16:10,5 ms,55.9 cm (22\
ENTITY#026,www.mrhightech.com,1,LED,,5 ms,54.6 cm
ENTITY#026,www.mediashopuk.com,47,LED,,5 ms,54.6 cm
ENTITY#026,www.cleverboxes.com,87,TFT LCD 16.7 Million Colour,,5ms,21.5in
ENTITY#026,www.itenergy.co.uk,214,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#026,www.planet-computer.it,288,LED,,5 ms,54.6 cm
ENTITY#026,www.xpcpro.com,304,LED,,5 ms,54.6 cm 21.5 \
ENTITY#026,www.makingbuyingeasy.co.uk,406,LED,,5 ms,54.6 cm
ENTITY#026,www.jrlinton.co.uk,429,"LCD Monitor, LED Backlight with PowerSensor",16:09,5 ms,54.6 cm (21.5\
ENTITY#026,www.imldirect.it,705,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#027,www.mrhightech.com,6,LED,,5 ms,54.6 cm
ENTITY#027,www.mediashopuk.com,16,LED,,5 ms,54.6 cm
ENTITY#027,www.kingsfieldcomputers.co.uk,123,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#027,www.cleverboxes.com,125,TFT LCD 16.7 Million Colour,16:09,5ms,21.5in
ENTITY#027,www.ohc24.ch,162,Philips Brilliance B-line 221B3LPCS - LED monitor - 21.5\,Widescreen - 16:9,5 ms,
ENTITY#027,www.imldirect.it,230,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#027,www.planet-computer.it,247,LED,,5 ms,54.6 cm
ENTITY#027,www.xpcpro.com,319,LED,,5 ms,54.6 cm 21.5 \
ENTITY#027,www.itenergy.co.uk,405,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#027,www.makingbuyingeasy.co.uk,634,LED,,5 ms,54.6 cm
ENTITY#027,www.jrlinton.co.uk,772,Brilliance LCD Monitor LED Backlight with PowerSensor,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.xpcpro.com,1,LED,16:09,5 ms,54.6 cm
ENTITY#028,www.mrhightech.com,84,LED,16:09,5 ms,54.6 cm
ENTITY#028,www.mediashopuk.com,160,LED,16:09,5 ms,54.6 cm
ENTITY#028,www.xpcpro.com,179,LCD/TFT,16:09,5 ms,54.6 cm
ENTITY#028,www.planet-computer.it,275,LED,16:09,5 ms,54.6 cm
ENTITY#028,www.cleverboxes.com,322,TFT LCD 16.7 Million Colour,16:09,5ms,23in (Diagonal)
ENTITY#028,www.cleverboxes.com,376,TFT LCD 16.7 Million Colour,16:09,5ms,21.5in (Diagonal)
ENTITY#028,www.makingbuyingeasy.co.uk,576,LED,16:09,5 ms,54.6 cm
ENTITY#028,www.kingsfieldcomputers.co.uk,669,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.imldirect.it,680,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.itenergy.co.uk,718,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.jrlinton.co.uk,940,LCD Monitor with SmartControl Lite,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.jrlinton.co.uk,1028,LCD Monitor with SmartControl Lite,16:09,5 ms,54.6 cm (21.5\
ENTITY#028,www.softwarecity.ca,5418,LCD Monitor,16:09,5 ms,21.5\
ENTITY#029,ca.pcpartpicker.com,308,,16:09,5 ms,22\
ENTITY#029,www.getprice.com.au,390,LED,,No info,
ENTITY#029,catalog.com,583,LED LCD,16:09,,
ENTITY#029,www.softwarecity.ca,5892,LCD Touchscreen Monitor,,5 ms,22\
ENTITY#029,www.ebay.com,12074,LED LCD,16:09,5 ms,22\
ENTITY#029,www.ebay.com,16466,LED LCD,16:09,5 ms,22
ENTITY#029,www.ebay.com,19018,,,5ms (typ.),
ENTITY#029,www.ebay.com,19459,LED LCD,16:09,5 ms,22\
ENTITY#029,www.ebay.com,20254,LED LCD,16:09,5 ms,22\
ENTITY#029,www.ebay.com,21590,LED LCD,16:09,5 ms,22\
ENTITY#029,www.ebay.com,21853,LED LCD,16:09,5 ms,22\
ENTITY#029,www.ebay.com,22617,LED LCD,16:09,5 ms,22
ENTITY#030,catalog.com,301,LED LCD,16:09,,
ENTITY#030,www.officedepot.com,319,LCD Monitor,16:09,7 ms,21.5\
ENTITY#030,ca.pcpartpicker.com,544,,16:09,7 ms,21.5\
ENTITY#030,ce.yikus.com,580,,: Unknown,,: 22 Inch
ENTITY#030,www.pcconnection.com,1406,LCD LED-backlit,,7 ms,21.5 in
ENTITY#030,www.vology.com,2280,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,,21.5\
ENTITY#030,www.softwarecity.ca,5484,LCD Monitor,16:09,7 ms,21.5\
ENTITY#030,www.ebay.com,10883,,,,
ENTITY#030,www.ebay.com,12286,,16:09,,
ENTITY#030,www.ebay.com,19564,LED LCD,16:09,7 ms,22\
ENTITY#030,www.ebay.com,20116,LED LCD,16:09,22 ms,
ENTITY#030,www.ebay.com,20203,LED LCD,16:09,22 ms,
ENTITY#030,www.ebay.com,23514,LED LCD,16:09,22 ms,21.5
ENTITY#031,www.pc-canada.com,12,LCD Monitor,16:09,7 ms,23\
ENTITY#031,ca.pcpartpicker.com,182,,16:09,7 ms,23\
ENTITY#031,www.pcconnection.com,410,LCD LED-backlit,,7 ms,23 in
ENTITY#031,ce.yikus.com,1316,,: Unknown,,: 23 Inch
ENTITY#031,www.best-deal-items.com,1640,,,,
ENTITY#031,www.vology.com,2315,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,,23\
ENTITY#031,www.softwarecity.ca,5753,LCD Monitor,16:09,7 ms,23\
ENTITY#031,www.ebay.com,9344,LED LCD,16:09,7 ms,23\
ENTITY#031,www.ebay.com,9834,,16:09,7 ms,23
ENTITY#031,www.ebay.com,16169,LED LCD,16:09,7 ms,23\
ENTITY#031,www.ebay.com,20812,,16:09,,
ENTITY#031,www.ebay.com,23374,LED LCD,16:09,7 ms,23\
ENTITY#031,www.ebay.com,23516,LED LCD,16:09,7 ms,23\
ENTITY#032,www.xpcpro.com,140,LED,16:09,5 ms,24 \
ENTITY#032,www.planet-computer.it,151,LED,16:09,5 ms,61 cm
ENTITY#032,www.getprice.com.au,192,LED,,5 ms,
ENTITY#032,ca.pcpartpicker.com,244,,16:09,5 ms,24\
ENTITY#032,www.makingbuyingeasy.co.uk,304,LED,16:09,5 ms,61 cm
ENTITY#032,www.cleverboxes.com,318,LCD with LED Backlight 16.7 Million Colour,16:09,5.0ms,24in
ENTITY#032,www.itenergy.co.uk,392,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#032,www.kingsfieldcomputers.co.uk,507,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#032,www.imldirect.it,550,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#032,www.jrlinton.co.uk,585,"Brilliance LCD Monitor, LED Backlight with PowerSensor",16:09,5 ms,61 cm (24\
ENTITY#032,www.ohc24.ch,654,Philips Brilliance B-line 241B4LPYCB - LED monitor - 24\,Widescreen - 16:9,5 ms,
ENTITY#032,www.imldirect.it,856,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#032,www.jrlinton.co.uk,981,"LCD Monitor, LED Backlight with PowerSensor",16:09,5 ms,61 cm (24\
ENTITY#032,www.ebay.com,19695,,16:9 16:9 16:9 16:9,5 ms 5 ms,24\
ENTITY#033,www.ohc24.ch,100,Philips Brilliance 242G5DJEB - LED monitor - 24\,Widescreen - 16:9,5 ms (typical); 1 ms (grey-to-grey),
ENTITY#033,www.xpcpro.com,134,,16:09,5 ms,
ENTITY#033,www.planet-computer.it,204,LED,16:09,5 ms,61 cm
ENTITY#033,www.cleverboxes.com,230,TFT LCD 16.7 Million Colour,16:09,5ms,24in (Diagonal)
ENTITY#033,www.kingsfieldcomputers.co.uk,334,LCD Monitor,16:09,1 ms,61 cm (24\
ENTITY#033,www.imldirect.it,462,LCD Monitor,16:09,1 ms,61 cm (24\
ENTITY#033,ca.pcpartpicker.com,534,,16:09,5 ms,24\
ENTITY#033,www.makingbuyingeasy.co.uk,557,TN+Film,16:09,5 ms,61 cm
ENTITY#033,www.jrlinton.co.uk,619,Brilliance LCD Monitor with SmartImage Game 242G5DJEB 144Hz 24\,16:09,1 ms,61 cm (24\
ENTITY#033,www.softwarecity.ca,5730,LCD Monitor,16:09,5 ms,24\
ENTITY#033,www.ebay.com,20045,,16:09,5 ms,24\
ENTITY#034,www.cleverboxes.com,185,TFT LCD 16.7 Million Colour,16:09,5ms,24in (Diagonal)
ENTITY#034,www.planet-computer.it,203,LED,16:09,5 ms,61 cm
ENTITY#034,www.itenergy.co.uk,234,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#034,www.getprice.com.au,257,LCD,,5 ms,
ENTITY#034,www.xpcpro.com,271,LED,16:09,5 ms,24 \
ENTITY#034,www.makingbuyingeasy.co.uk,567,LED,16:09,5 ms,61 cm
ENTITY#034,ca.pcpartpicker.com,625,,16:09,5 ms,24\
ENTITY#034,www.imldirect.it,769,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#034,ce.yikus.com,1364,,: 1.78:1,,: 24in L X 17.4in W X 5.1in H
ENTITY#034,www.jrlinton.co.uk,1882,LCD Monitor with SmartControl Lite,16:09,5 ms,61 cm (24\
ENTITY#034,www.softwarecity.ca,5871,LCD Monitor,16:09,5 ms,24\
ENTITY#035,www.xpcpro.com,67,IPS,16:09,5 ms,23.8 \
ENTITY#035,www.hardware-planet.it,200,LED,16:09,5 ms,"60,45 cm (23.8\"
ENTITY#035,www.makingbuyingeasy.co.uk,207,IPS,16:09,5 ms,60.45 cm (23.8\
ENTITY#035,www.imldirect.it,301,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#035,www.getprice.com.au,311,LCD,,5 ms,
ENTITY#035,ca.pcpartpicker.com,322,,16:09,5 ms,23.8\
ENTITY#035,www.ohc24.ch,377,LG 24MB35PY-B - LED monitor - 23.8\,Widescreen - 16:9,5 ms (grey-to-grey),
ENTITY#035,www.kingsfieldcomputers.co.uk,777,LCD Monitor,16:09,5 ms,61 cm (24\
ENTITY#035,www.jrlinton.co.uk,1074,24MB35PY-B Widescreen LCD Monitor,16:09,5 ms,61 cm (24\
