33_1,1,16:09,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",1
39_1,1,16:09,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",1
40_1,1,16:09,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",1
41_1,1,16:09,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",1
62_1,1,16:10,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",1
88_1,1,16:09,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",1
103_1,1,16:09,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",1
128_1,1,16:10,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",1
132_1,1,21:09,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",1
133_1,1,16:09,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",1
168_1,1,16:09,"['TFT LCD Million Colour', 'TFT/LCD']",1
171_1,1,16:09,"['TFT LCD Million Colour', 'TFT/LCD']",1
186_1,1,16:10,"['TFT LCD Million Colour', 'TFT/LCD']",1
190_1,1,16:09,"['TFT LCD Million Colour', 'TFT/LCD']",1
193_1,1,16:09,"['TFT LCD Million Colour', 'TFT/LCD']",1
22_3,1,5:04,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
25_3,1,16:09,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
27_3,1,16:09,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
28_3,1,16:10,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
32_3,1,16:09,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
33_3,1,16:10,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
39_3,1,16:10,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
40_3,1,16:09,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
41_3,1,16:10,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
62_3,1,16:10,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",1
88_3,1,16:10,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",1
103_3,1,16:10,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",1
128_3,1,16:11,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",1
132_3,1,21:09,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",1
133_3,1,16:09,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",1
168_3,1,16:08,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",1
171_3,1,16:10,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",1
186_3,1,16:09,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",1
190_3,1,16:09,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",1
193_3,1,16:08,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",1
22_4,1,5:04,"['LCD Monitor', 'LCD Monitor']",1
25_4,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
27_4,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
28_4,1,16:10,"['LCD Monitor', 'LCD Monitor']",1
32_4,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
33_4,1,16:10,"['LCD Monitor', 'LCD Monitor', 'IPS']",1
39_4,1,16:10,"['LCD Monitor', 'LCD Monitor', 'IPS']",1
40_4,1,16:09,"['LCD Monitor', 'LCD Monitor', 'IPS']",1
41_4,1,16:10,"['LCD Monitor', 'LCD Monitor', 'IPS']",1
62_4,1,16:10,"['LCD Monitor', 'LCD Monitor', 'IPS']",1
88_4,1,16:10,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",1
103_4,1,16:10,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",1
128_4,1,16:11,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",1
132_4,1,21:09,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",1
133_4,1,16:09,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",1
168_4,1,16:08,"['LCD Monitor', 'LCD', 'Monitor']",1
171_4,1,16:10,"['LCD Monitor', 'LCD', 'Monitor']",1
186_4,1,16:09,"['LCD Monitor', 'LCD', 'Monitor']",1
190_4,1,16:09,"['LCD Monitor', 'LCD', 'Monitor']",1
193_4,1,16:08,"['LCD Monitor', 'LCD', 'Monitor']",1
22_5,1,5:04,"['LCD Monitor', 'LCD Monitor']",1
25_5,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
27_5,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
28_5,1,16:10,"['LCD Monitor', 'LCD Monitor']",1
32_5,1,16:09,"['LCD Monitor', 'LCD Monitor']",1
33_5,1,16:10,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",1
39_5,1,16:10,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",1
40_5,1,16:09,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",1
41_5,1,16:10,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",1
62_5,1,16:10,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",1
88_5,1,16:10,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",1
103_5,1,16:10,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",1
128_5,1,16:11,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",1
132_5,1,21:09,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",1
133_5,1,16:09,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",1
168_5,1,16:08,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",1
171_5,1,16:10,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",1
186_5,1,16:09,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",1
190_5,1,16:09,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",1
193_5,1,16:08,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",1
