sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
462,314,3109,3039,1660000,5692,5134,5885,1629,1265,,,
464,373,2390,7931,1300801,1612,5190,6489,1473,1270,,,
466,7,3123,4674,994022,7122,4459,4238,4865,3096,,,
470,198,11330,1774,3550000,806,6364,7047,1657,1286,,,
500,178,7287,6844,711063,7979,6697,7053,2545,7697,,,
502,129,1953,6382,2230000,6064,7769,7054,8153,990,,,
507,227,2255,1534,6430000,1432,2867,4422,5277,2040,,,
516,485,6006,8013,2380000,4650,6251,7055,1805,2665,,,
529,490,9655,510,3550000,3038,6600,3156,2114,1842,,,
546,90,2125,1283,2380000,1778,6125,3941,1894,1478,,,
549,245,4888,7102,16640000,3985,2887,1408,1418,1485,,,
554,9,5938,6100,20660000,1630,3892,6276,1917,1076,,,
555,41,3952,8640,773072,7984,7801,7061,2136,1501,,,
556,748,3209,5944,3160000,1074,3347,5264,1923,1504,,,
562,217,4306,4147,4785854,5672,6814,5601,1942,1516,,,
580,109,4040,8645,5160000,7663,7806,7068,1971,476,,,
591,563,3139,2600,8650000,460,5938,4435,1439,1592,,,
627,53,2719,1883,16260000,5181,2287,2196,2136,101,,,
632,63,11956,8652,3320000,8004,7815,7079,7614,1703,,,
641,217,4209,306,15200000,805,127,2088,7516,1318,,,
643,466,3968,2900,7190000,2901,6233,4237,1087,1726,,,
670,446,2818,2921,25068918,4464,2727,2456,2282,647,,,
671,90,1122,8660,782600,6953,148,7088,8049,2719,,,
696,66,2568,844,21300000,757,635,5647,797,2731,,,
700,356,4424,4291,2322127,1018,790,1417,2380,1892,,,
707,113,9396,6637,2430000,5157,3130,596,2404,1881,,,
748,198,2295,2640,2020000,708,965,5642,2217,2750,,,
759,178,4690,8676,1680000,2873,7835,2192,2558,2754,,,
760,270,2396,7527,19070000,8017,1547,3238,2562,1999,,,
768,303,4935,8677,1615683,8018,2198,7105,7031,7967,,,
776,314,6456,4907,3540000,403,1911,165,2607,2148,,,
792,132,9851,6258,1104821,6240,3290,6584,2655,1551,,,
803,481,11995,8680,1080000,8023,7842,7111,7401,2773,,,
806,271,12003,8682,381226,8024,7843,7114,7866,2101,,,
813,563,24,4647,2370000,3082,5469,7115,2716,2778,,,
825,294,7137,4304,3320000,5636,1579,5814,4984,117,,,
829,109,2324,7432,5070000,8026,7844,1453,6367,137,,,
835,291,2611,4337,13470000,3285,2382,31,797,1859,,,
838,234,1401,6978,11030000,3535,344,1112,2794,279,,,
848,504,6393,8689,1214999,5477,5551,7124,4988,480,,,
849,135,6886,5118,8400000,3459,3166,6452,2828,381,,,
861,483,2580,2133,16560000,1753,7850,5628,2856,1125,,,
863,340,769,1627,6030000,441,1350,3789,2860,500,,,
877,480,846,7,12020000,538,5118,632,2902,967,,,
888,494,7821,3891,3370000,7885,3112,7129,2932,1575,,,
895,392,7310,8696,2910000,8041,7856,4501,2954,2225,,,
913,323,5878,2269,1750000,2749,3506,82,3002,2304,,,
922,102,2394,4868,5026918,433,1538,2115,3034,2323,,,
940,323,10923,7541,831176,8048,7862,5652,3087,2828,,,
949,435,161,4077,1360000,1510,1581,4160,3116,2368,,,
959,428,191,2902,2420000,2166,4084,173,3151,1170,,,
960,247,12039,8703,10020000,8051,7867,7142,3154,8671,,,
968,531,3919,2015,8920000,3843,228,6442,3178,2410,,,
970,350,138,226,8850000,2228,3981,132,233,2023,,,
976,509,12050,8708,447917,8055,7870,7149,3199,8354,,,
980,432,7099,1220,5190000,6415,1980,6360,3207,2741,,,
981,234,8102,861,1682622,5827,5477,6209,3210,2440,,,
984,148,5991,4051,2892077,3579,3112,4139,6408,2854,,,
988,182,8182,8709,833913,5680,6475,4061,3232,1136,,,
989,72,922,934,10320000,427,5670,3577,731,8360,,,
998,91,12063,6699,283482,8057,7874,7155,3257,2861,,,
